game,0
winner,0
game,1
winner,0
game,2
winner,0
game,3
winner,-1
game,4
winner,1
game,5
winner,1
game,6
winner,1
game,7
winner,1
game,8
winner,1
game,9
winner,1
game,10
winner,0
game,11
winner,0
game,12
winner,0
game,13
winner,0
game,14
winner,-1
game,15
winner,1
game,16
winner,1
game,17
winner,1
game,18
winner,1
game,19
winner,0
game,20
winner,1
game,21
winner,0
game,22
winner,1
game,23
winner,-1
game,24
winner,0
game,25
winner,-1
game,26
winner,1
game,27
winner,0
game,28
winner,-1
game,29
winner,0
game,30
winner,1
game,31
winner,0
game,32
winner,0
game,33
winner,1
game,34
winner,0
game,35
winner,1
game,36
winner,-1
game,37
winner,1
game,38
winner,1
game,39
winner,0
game,40
winner,0
game,41
winner,1
game,42
winner,0
game,43
winner,1
game,44
winner,1
game,45
winner,0
game,46
winner,0
game,47
winner,0
game,48
winner,1
game,49
winner,0
game,50
winner,0
game,51
winner,0
game,52
winner,1
game,53
winner,0
game,54
winner,1
game,55
winner,-1
game,56
winner,-1
game,57
winner,1
game,58
winner,0
game,59
winner,0
game,60
winner,1
game,61
winner,0
game,62
winner,0
game,63
winner,0
game,64
winner,-1
game,65
winner,1
game,66
winner,1
game,67
winner,0
game,68
winner,0
game,69
winner,0
game,70
winner,-1
game,71
winner,1
game,72
winner,1
game,73
winner,0
game,74
winner,0
game,75
winner,0
game,76
winner,0
game,77
winner,1
game,78
winner,0
game,79
winner,0
game,80
winner,1
game,81
winner,0
game,82
winner,1
game,83
winner,0
game,84
winner,1
game,85
winner,1
game,86
winner,0
game,87
winner,1
game,88
winner,1
game,89
winner,1
game,90
winner,0
game,91
winner,0
game,92
winner,0
game,93
winner,0
game,94
winner,1
game,95
winner,1
game,96
winner,-1
game,97
winner,1
game,98
winner,1
game,99
winner,1
game,100
winner,1
game,101
winner,1
game,102
winner,1
game,103
winner,1
game,104
winner,1
game,105
winner,0
game,106
winner,1
game,107
winner,0
game,108
winner,0
game,109
winner,1
game,110
winner,0
game,111
winner,1
game,112
winner,0
game,113
winner,1
game,114
winner,1
game,115
winner,1
game,116
winner,0
game,117
winner,1
game,118
winner,1
game,119
winner,1
game,120
winner,0
game,121
winner,1
game,122
winner,-1
game,123
winner,1
game,124
winner,1
game,125
winner,1
game,126
winner,1
game,127
winner,0
game,128
winner,1
game,129
winner,0
game,130
winner,1
game,131
winner,1
game,132
winner,1
game,133
winner,0
game,134
winner,0
game,135
winner,1
game,136
winner,1
game,137
winner,0
game,138
winner,1
game,139
winner,1
game,140
winner,1
game,141
winner,1
game,142
winner,1
game,143
winner,1
game,144
winner,0
game,145
winner,0
game,146
winner,1
game,147
winner,0
game,148
winner,1
game,149
winner,0
game,150
winner,0
game,151
winner,0
game,152
winner,1
game,153
winner,-1
game,154
winner,0
game,155
winner,1
game,156
winner,0
game,157
winner,0
game,158
winner,0
game,159
winner,1
game,160
winner,0
game,161
winner,1
game,162
winner,0
game,163
winner,0
game,164
winner,1
game,165
winner,0
game,166
winner,1
game,167
winner,0
game,168
winner,-1
game,169
winner,1
game,170
winner,0
game,171
winner,1
game,172
winner,0
game,173
winner,0
game,174
winner,0
game,175
winner,0
game,176
winner,1
game,177
winner,0
game,178
winner,0
game,179
winner,1
game,180
winner,-1
game,181
winner,1
game,182
winner,1
game,183
winner,0
game,184
winner,0
game,185
winner,0
game,186
winner,0
game,187
winner,1
game,188
winner,1
game,189
winner,0
game,190
winner,0
game,191
winner,0
game,192
winner,1
game,193
winner,0
game,194
winner,1
game,195
winner,0
game,196
winner,0
game,197
winner,0
game,198
winner,-1
game,199
winner,1
game,200
winner,0
game,201
winner,1
game,202
winner,0
game,203
winner,1
game,204
winner,1
game,205
winner,0
game,206
winner,0
game,207
winner,0
game,208
winner,1
game,209
winner,0
game,210
winner,0
game,211
winner,1
game,212
winner,0
game,213
winner,0
game,214
winner,1
game,215
winner,1
game,216
winner,0
game,217
winner,1
game,218
winner,0
game,219
winner,0
game,220
winner,0
game,221
winner,1
game,222
winner,1
game,223
winner,0
game,224
winner,1
game,225
winner,0
game,226
winner,0
game,227
winner,0
game,228
winner,0
game,229
winner,0
game,230
winner,0
game,231
winner,0
game,232
winner,0
game,233
winner,1
game,234
winner,1
game,235
winner,0
game,236
winner,0
game,237
winner,1
game,238
winner,0
game,239
winner,1
game,240
winner,0
game,241
winner,0
game,242
winner,1
game,243
winner,1
game,244
winner,0
game,245
winner,0
game,246
winner,0
game,247
winner,0
game,248
winner,1
game,249
winner,1
game,250
winner,0
game,251
winner,0
game,252
winner,1
game,253
winner,0
game,254
winner,0
game,255
winner,0
game,256
winner,0
game,257
winner,1
game,258
winner,0
game,259
winner,0
game,260
winner,1
game,261
winner,1
game,262
winner,1
game,263
winner,0
game,264
winner,0
game,265
