game,0
winner,-1
game,1
winner,0
game,2
winner,-1
game,3
winner,-1
game,4
winner,-1
game,5
winner,-1
game,6
winner,-1
game,7
winner,-1
game,8
winner,-1
game,9
winner,-1
game,10
winner,1
game,11
winner,1
game,12
winner,1
game,13
winner,-1
game,14
winner,-1
game,15
winner,1
game,16
winner,1
game,17
winner,-1
game,18
winner,1
game,19
winner,-1
game,20
winner,1
game,21
winner,-1
game,22
winner,-1
game,23
winner,-1
game,24
winner,-1
game,25
winner,-1
game,26
winner,-1
game,27
winner,-1
game,28
winner,-1
game,29
winner,1
game,30
winner,0
game,31
winner,-1
game,32
winner,1
game,33
winner,-1
game,34
winner,-1
game,35
winner,-1
game,36
winner,-1
game,37
winner,-1
game,38
winner,-1
game,39
winner,0
game,40
winner,-1
game,41
winner,-1
game,42
winner,1
game,43
winner,-1
game,44
winner,-1
game,45
winner,-1
game,46
winner,1
game,47
winner,-1
game,48
winner,1
game,49
winner,-1
game,50
winner,1
game,51
winner,-1
game,52
winner,1
game,53
winner,-1
game,54
winner,-1
game,55
winner,1
game,56
winner,-1
game,57
winner,-1
game,58
winner,1
game,59
winner,-1
game,60
winner,-1
game,61
winner,-1
game,62
winner,-1
game,63
winner,-1
game,64
winner,-1
game,65
winner,-1
game,66
winner,-1
game,67
winner,-1
game,68
winner,-1
game,69
winner,-1
game,70
winner,1
game,71
winner,-1
game,72
winner,-1
game,73
winner,-1
game,74
winner,-1
game,75
winner,-1
game,76
winner,-1
game,77
winner,1
game,78
winner,1
game,79
winner,-1
game,80
winner,-1
game,81
winner,-1
game,82
winner,1
game,83
winner,1
game,84
winner,-1
game,85
winner,0
game,86
winner,-1
game,87
winner,-1
game,88
winner,-1
game,89
winner,-1
game,90
winner,-1
game,91
winner,-1
game,92
winner,-1
game,93
winner,-1
game,94
winner,-1
game,95
winner,-1
game,96
winner,-1
game,97
winner,-1
game,98
winner,-1
game,99
winner,-1
game,100
winner,-1
game,101
winner,1
game,102
winner,-1
game,103
winner,-1
game,104
winner,-1
game,105
winner,-1
game,106
winner,1
game,107
winner,1
game,108
winner,1
game,109
winner,-1
game,110
winner,-1
game,111
winner,-1
game,112
winner,1
game,113
winner,-1
game,114
winner,-1
game,115
winner,1
game,116
winner,-1
game,117
winner,1
game,118
winner,1
game,119
winner,-1
game,120
winner,-1
game,121
winner,-1
game,122
winner,-1
game,123
winner,-1
game,124
winner,-1
game,125
winner,-1
game,126
winner,-1
game,127
winner,1
game,128
winner,-1
game,129
winner,-1
game,130
winner,-1
game,131
winner,1
game,132
winner,1
game,133
winner,-1
game,134
winner,-1
game,135
winner,1
game,136
winner,1
game,137
winner,-1
game,138
winner,-1
game,139
winner,1
game,140
winner,-1
game,141
winner,-1
game,142
winner,-1
game,143
winner,-1
game,144
winner,1
game,145
winner,-1
game,146
winner,-1
game,147
winner,-1
game,148
winner,-1
game,149
winner,0
game,150
winner,-1
game,151
winner,-1
game,152
winner,-1
game,153
winner,-1
game,154
winner,1
game,155
winner,-1
game,156
winner,-1
game,157
winner,-1
game,158
winner,-1
game,159
winner,-1
game,160
winner,-1
game,161
winner,-1
game,162
winner,-1
game,163
winner,-1
game,164
winner,1
game,165
winner,-1
game,166
winner,-1
game,167
winner,-1
game,168
winner,1
game,169
winner,-1
game,170
winner,-1
game,171
winner,-1
game,172
winner,-1
game,173
winner,-1
game,174
winner,1
game,175
winner,-1
game,176
winner,-1
game,177
winner,-1
game,178
winner,1
game,179
winner,-1
game,180
winner,-1
game,181
winner,-1
game,182
winner,1
game,183
winner,-1
game,184
winner,-1
game,185
winner,-1
game,186
winner,-1
game,187
winner,-1
game,188
winner,1
game,189
winner,-1
game,190
winner,-1
game,191
winner,-1
game,192
winner,-1
game,193
winner,-1
game,194
winner,-1
game,195
winner,-1
game,196
winner,-1
game,197
winner,-1
game,198
winner,-1
game,199
winner,-1
game,200
winner,-1
game,201
winner,-1
game,202
winner,-1
game,203
winner,-1
game,204
winner,-1
game,205
winner,-1
game,206
winner,-1
game,207
winner,-1
game,208
winner,-1
game,209
winner,-1
game,210
winner,-1
game,211
winner,1
game,212
winner,-1
game,213
winner,1
game,214
winner,-1
game,215
winner,-1
game,216
winner,1
game,217
winner,-1
game,218
winner,-1
game,219
winner,-1
game,220
winner,-1
game,221
winner,1
game,222
winner,1
game,223
winner,-1
game,224
winner,-1
game,225
winner,-1
game,226
winner,-1
game,227
winner,-1
game,228
winner,-1
game,229
winner,-1
game,230
winner,-1
game,231
winner,-1
game,232
winner,-1
game,233
winner,1
game,234
winner,-1
game,235
winner,-1
game,236
winner,1
game,237
winner,-1
game,238
winner,-1
game,239
winner,-1
game,240
winner,1
game,241
winner,-1
game,242
winner,-1
game,243
winner,-1
game,244
winner,-1
game,245
winner,-1
game,246
winner,1
game,247
winner,-1
game,248
winner,-1
game,249
winner,-1
game,250
winner,-1
game,251
winner,-1
game,252
winner,-1
game,253
winner,-1
game,254
winner,1
game,255
winner,1
game,256
winner,-1
game,257
winner,-1
game,258
winner,-1
game,259
winner,-1
game,260
winner,1
game,261
winner,-1
game,262
winner,-1
game,263
winner,-1
game,264
winner,-1
game,265
winner,-1
game,266
winner,-1
game,267
winner,-1
game,268
winner,0
game,269
winner,-1
game,270
winner,1
game,271
winner,-1
game,272
winner,-1
game,273
winner,-1
game,274
winner,-1
game,275
winner,-1
game,276
winner,-1
game,277
winner,-1
game,278
winner,-1
game,279
winner,1
game,280
winner,-1
game,281
winner,-1
game,282
winner,-1
game,283
winner,-1
game,284
winner,-1
game,285
winner,-1
game,286
winner,1
game,287
winner,-1
game,288
winner,-1
game,289
winner,-1
game,290
winner,-1
game,291
winner,-1
game,292
winner,-1
game,293
winner,-1
game,294
winner,-1
game,295
winner,-1
game,296
winner,-1
game,297
winner,0
game,298
winner,-1
game,299
winner,-1
game,300
winner,-1
game,301
winner,1
game,302
winner,-1
game,303
winner,-1
game,304
winner,-1
game,305
winner,-1
game,306
winner,-1
game,307
winner,-1
game,308
winner,-1
game,309
winner,-1
game,310
winner,-1
game,311
winner,-1
game,312
winner,-1
game,313
winner,-1
game,314
winner,-1
game,315
winner,-1
game,316
winner,-1
game,317
winner,1
game,318
winner,-1
game,319
winner,-1
game,320
winner,1
game,321
winner,-1
game,322
winner,-1
game,323
winner,-1
game,324
winner,-1
game,325
winner,-1
game,326
winner,-1
game,327
winner,1
game,328
winner,-1
game,329
winner,-1
game,330
winner,-1
game,331
winner,-1
game,332
winner,-1
game,333
winner,-1
game,334
winner,-1
game,335
winner,-1
game,336
winner,1
game,337
winner,-1
game,338
winner,-1
game,339
winner,-1
game,340
winner,-1
game,341
winner,-1
game,342
winner,-1
game,343
winner,-1
game,344
winner,-1
game,345
winner,-1
game,346
winner,1
game,347
winner,-1
game,348
winner,-1
game,349
winner,-1
game,350
winner,-1
game,351
winner,-1
game,352
winner,-1
game,353
winner,-1
game,354
winner,-1
game,355
winner,-1
game,356
winner,-1
game,357
winner,-1
game,358
winner,-1
game,359
winner,1
game,360
winner,-1
game,361
winner,-1
game,362
winner,-1
game,363
winner,-1
game,364
winner,-1
game,365
winner,-1
game,366
winner,-1
game,367
winner,-1
game,368
winner,1
game,369
winner,-1
game,370
winner,1
game,371
winner,-1
game,372
winner,-1
game,373
winner,-1
game,374
winner,1
game,375
winner,-1
game,376
winner,-1
game,377
winner,-1
game,378
winner,-1
game,379
winner,1
game,380
winner,-1
game,381
winner,-1
game,382
winner,-1
game,383
winner,-1
game,384
winner,-1
game,385
winner,-1
game,386
winner,-1
game,387
winner,-1
game,388
winner,-1
game,389
winner,-1
game,390
winner,1
game,391
winner,1
game,392
winner,-1
game,393
winner,-1
game,394
winner,-1
game,395
winner,1
game,396
winner,-1
game,397
winner,-1
game,398
winner,-1
game,399
winner,-1
game,400
winner,-1
game,401
winner,-1
game,402
winner,-1
game,403
winner,-1
game,404
winner,1
game,405
winner,-1
game,406
winner,-1
game,407
winner,-1
game,408
winner,-1
game,409
winner,1
game,410
winner,-1
game,411
winner,-1
game,412
winner,-1
game,413
winner,-1
game,414
winner,-1
game,415
winner,-1
game,416
winner,-1
game,417
winner,-1
game,418
winner,-1
game,419
winner,1
game,420
winner,-1
game,421
winner,-1
game,422
winner,1
game,423
winner,-1
game,424
winner,-1
game,425
winner,-1
game,426
winner,-1
game,427
winner,-1
game,428
winner,-1
game,429
winner,-1
game,430
winner,-1
game,431
winner,-1
game,432
winner,-1
game,433
winner,-1
game,434
winner,-1
game,435
winner,-1
game,436
winner,1
game,437
winner,-1
game,438
winner,1
game,439
winner,-1
game,440
winner,-1
game,441
winner,-1
game,442
winner,-1
game,443
winner,-1
game,444
winner,-1
game,445
winner,-1
game,446
winner,-1
game,447
winner,-1
game,448
winner,-1
game,449
winner,1
game,450
winner,-1
game,451
winner,-1
game,452
winner,-1
game,453
winner,-1
game,454
winner,-1
game,455
winner,-1
game,456
winner,-1
game,457
winner,-1
game,458
winner,-1
game,459
winner,-1
game,460
winner,1
game,461
winner,-1
game,462
winner,-1
game,463
winner,-1
game,464
winner,-1
game,465
winner,-1
game,466
winner,-1
game,467
winner,-1
game,468
winner,-1
game,469
winner,-1
game,470
winner,-1
game,471
winner,-1
game,472
winner,-1
game,473
winner,-1
game,474
winner,-1
game,475
winner,-1
game,476
winner,-1
game,477
winner,-1
game,478
winner,-1
game,479
winner,1
game,480
winner,-1
game,481
winner,-1
game,482
winner,1
game,483
winner,-1
game,484
winner,-1
game,485
winner,1
game,486
winner,-1
game,487
winner,-1
game,488
winner,-1
game,489
winner,1
game,490
winner,1
game,491
winner,-1
game,492
winner,-1
game,493
winner,-1
game,494
winner,-1
game,495
winner,1
game,496
winner,-1
game,497
winner,-1
game,498
winner,1
game,499
winner,-1
game,500
winner,-1
game,501
winner,-1
game,502
winner,-1
game,503
winner,-1
game,504
winner,-1
game,505
winner,1
game,506
winner,-1
game,507
winner,-1
game,508
winner,-1
game,509
winner,-1
game,510
winner,1
game,511
winner,1
game,512
winner,-1
game,513
winner,-1
game,514
winner,-1
game,515
winner,0
game,516
winner,-1
game,517
winner,-1
game,518
winner,-1
game,519
winner,1
game,520
winner,-1
game,521
winner,1
game,522
winner,-1
game,523
winner,-1
game,524
winner,-1
game,525
winner,1
game,526
winner,-1
game,527
winner,-1
game,528
winner,-1
game,529
winner,-1
game,530
winner,-1
game,531
winner,-1
game,532
winner,-1
game,533
winner,1
game,534
winner,-1
game,535
winner,-1
game,536
winner,-1
game,537
winner,-1
game,538
winner,-1
game,539
winner,-1
game,540
winner,-1
game,541
winner,-1
game,542
winner,-1
game,543
winner,1
game,544
winner,-1
game,545
winner,-1
game,546
winner,-1
game,547
winner,-1
game,548
winner,-1
game,549
winner,-1
game,550
winner,-1
game,551
winner,-1
game,552
winner,-1
game,553
winner,-1
game,554
winner,-1
game,555
winner,-1
game,556
winner,-1
game,557
winner,-1
game,558
winner,-1
game,559
winner,-1
game,560
winner,1
game,561
winner,-1
game,562
winner,-1
game,563
winner,-1
game,564
winner,-1
game,565
winner,-1
game,566
winner,-1
game,567
winner,-1
game,568
winner,-1
game,569
winner,1
game,570
winner,-1
game,571
winner,-1
game,572
winner,-1
game,573
winner,-1
game,574
winner,-1
game,575
winner,-1
game,576
winner,1
game,577
winner,1
game,578
winner,1
game,579
winner,-1
game,580
winner,-1
game,581
winner,-1
game,582
winner,-1
game,583
winner,-1
game,584
winner,-1
game,585
winner,-1
game,586
winner,1
game,587
winner,-1
game,588
winner,-1
game,589
winner,-1
game,590
winner,-1
game,591
winner,-1
game,592
winner,-1
game,593
winner,-1
game,594
winner,-1
game,595
winner,1
game,596
winner,-1
game,597
winner,-1
game,598
winner,-1
game,599
winner,-1
game,600
winner,-1
game,601
winner,-1
game,602
winner,-1
game,603
winner,1
game,604
winner,0
game,605
winner,1
game,606
winner,-1
game,607
winner,-1
game,608
winner,-1
game,609
winner,-1
game,610
winner,-1
game,611
winner,-1
game,612
winner,-1
game,613
winner,-1
game,614
winner,-1
game,615
winner,-1
game,616
winner,-1
game,617
winner,-1
game,618
winner,-1
game,619
winner,-1
game,620
winner,-1
game,621
winner,1
game,622
winner,-1
game,623
winner,-1
game,624
winner,-1
game,625
winner,-1
game,626
winner,-1
game,627
winner,-1
game,628
winner,-1
game,629
winner,-1
game,630
winner,-1
game,631
winner,-1
game,632
winner,-1
game,633
winner,1
game,634
winner,-1
game,635
winner,1
game,636
winner,-1
game,637
winner,1
game,638
winner,-1
game,639
winner,-1
game,640
winner,-1
game,641
winner,1
game,642
winner,-1
game,643
winner,-1
game,644
winner,1
game,645
winner,-1
game,646
winner,-1
game,647
winner,-1
game,648
winner,1
game,649
winner,-1
game,650
winner,-1
game,651
winner,-1
game,652
winner,1
game,653
winner,-1
game,654
winner,-1
game,655
winner,-1
game,656
winner,-1
game,657
winner,1
game,658
winner,-1
game,659
winner,-1
game,660
winner,1
game,661
winner,-1
game,662
winner,-1
game,663
winner,1
game,664
winner,-1
game,665
winner,1
game,666
winner,-1
game,667
winner,-1
game,668
winner,1
game,669
winner,-1
game,670
winner,-1
game,671
winner,-1
game,672
winner,1
game,673
winner,-1
game,674
winner,-1
game,675
winner,-1
game,676
winner,-1
game,677
winner,-1
game,678
winner,-1
game,679
winner,-1
game,680
winner,-1
game,681
winner,1
game,682
winner,-1
game,683
winner,1
game,684
winner,-1
game,685
winner,-1
game,686
winner,-1
game,687
winner,-1
game,688
winner,-1
game,689
winner,1
game,690
winner,-1
game,691
winner,-1
game,692
winner,-1
game,693
winner,-1
game,694
winner,-1
game,695
winner,1
game,696
winner,-1
game,697
winner,-1
game,698
winner,-1
game,699
winner,-1
game,700
winner,-1
game,701
winner,-1
game,702
winner,-1
game,703
winner,-1
game,704
winner,-1
game,705
winner,-1
game,706
winner,-1
game,707
winner,1
game,708
winner,-1
game,709
winner,-1
game,710
winner,-1
game,711
winner,-1
game,712
winner,-1
game,713
winner,-1
game,714
winner,1
game,715
winner,-1
game,716
winner,-1
game,717
winner,-1
game,718
winner,0
game,719
winner,0
game,720
winner,1
game,721
winner,-1
game,722
winner,-1
game,723
winner,-1
game,724
winner,-1
game,725
winner,-1
game,726
winner,-1
game,727
winner,1
game,728
winner,-1
game,729
winner,-1
game,730
winner,-1
game,731
winner,-1
game,732
winner,-1
game,733
winner,1
game,734
winner,-1
game,735
winner,-1
game,736
winner,-1
game,737
winner,-1
game,738
winner,-1
game,739
winner,-1
game,740
winner,-1
game,741
winner,-1
game,742
winner,1
game,743
winner,-1
game,744
winner,-1
game,745
winner,-1
game,746
winner,-1
game,747
winner,1
game,748
winner,1
game,749
winner,-1
game,750
winner,-1
game,751
winner,-1
game,752
winner,-1
game,753
winner,-1
game,754
winner,-1
game,755
winner,-1
game,756
winner,-1
game,757
winner,-1
game,758
winner,-1
game,759
winner,-1
game,760
winner,1
game,761
winner,-1
game,762
winner,-1
game,763
winner,1
game,764
winner,-1
game,765
winner,1
game,766
winner,-1
game,767
winner,-1
game,768
winner,1
game,769
winner,-1
game,770
winner,-1
game,771
winner,-1
game,772
winner,1
game,773
winner,-1
game,774
winner,-1
game,775
winner,-1
game,776
winner,1
game,777
winner,1
game,778
winner,-1
game,779
winner,-1
game,780
winner,-1
game,781
winner,-1
game,782
winner,-1
game,783
winner,-1
game,784
winner,1
game,785
winner,-1
game,786
winner,1
game,787
winner,-1
game,788
winner,-1
game,789
winner,-1
game,790
winner,-1
game,791
winner,0
game,792
winner,-1
game,793
winner,-1
game,794
winner,-1
game,795
winner,1
game,796
winner,-1
game,797
winner,1
game,798
winner,-1
game,799
winner,-1
game,800
winner,-1
game,801
winner,-1
game,802
winner,-1
game,803
winner,-1
game,804
winner,1
game,805
winner,-1
game,806
winner,-1
game,807
winner,-1
game,808
winner,-1
game,809
winner,-1
game,810
winner,-1
game,811
winner,-1
game,812
winner,-1
game,813
winner,-1
game,814
winner,1
game,815
winner,-1
game,816
winner,1
game,817
winner,-1
game,818
winner,-1
game,819
winner,-1
game,820
winner,-1
game,821
winner,-1
game,822
winner,-1
game,823
winner,-1
game,824
winner,-1
game,825
winner,-1
game,826
winner,-1
game,827
winner,-1
game,828
winner,-1
game,829
winner,-1
game,830
winner,-1
game,831
winner,-1
game,832
winner,-1
game,833
winner,-1
game,834
winner,-1
game,835
winner,-1
game,836
winner,-1
game,837
winner,1
game,838
winner,-1
game,839
winner,-1
game,840
winner,-1
game,841
winner,-1
game,842
winner,-1
game,843
winner,-1
game,844
winner,-1
game,845
winner,-1
game,846
winner,1
game,847
winner,1
game,848
winner,-1
game,849
winner,-1
game,850
winner,1
game,851
winner,-1
game,852
winner,-1
game,853
winner,-1
game,854
winner,-1
game,855
winner,0
game,856
winner,-1
game,857
winner,-1
game,858
winner,-1
game,859
winner,-1
game,860
winner,-1
game,861
winner,-1
game,862
winner,1
game,863
winner,-1
game,864
winner,-1
game,865
winner,1
game,866
winner,-1
game,867
winner,-1
game,868
winner,-1
game,869
winner,1
game,870
winner,-1
game,871
winner,-1
game,872
winner,-1
game,873
winner,1
game,874
winner,1
game,875
winner,-1
game,876
winner,-1
game,877
winner,-1
game,878
winner,-1
game,879
winner,-1
game,880
winner,-1
game,881
winner,-1
game,882
winner,-1
game,883
winner,-1
game,884
winner,-1
game,885
winner,-1
game,886
winner,-1
game,887
winner,-1
game,888
winner,1
game,889
winner,-1
game,890
winner,-1
game,891
winner,1
game,892
winner,0
game,893
winner,-1
game,894
winner,-1
game,895
winner,-1
game,896
winner,-1
game,897
winner,-1
game,898
winner,-1
game,899
winner,1
game,900
winner,-1
game,901
winner,0
game,902
winner,-1
game,903
winner,-1
game,904
winner,-1
game,905
winner,1
game,906
winner,-1
game,907
winner,-1
game,908
winner,1
game,909
winner,-1
game,910
winner,1
game,911
winner,1
game,912
winner,0
game,913
winner,-1
game,914
winner,-1
game,915
winner,-1
game,916
winner,-1
game,917
winner,-1
game,918
winner,1
game,919
winner,-1
game,920
winner,-1
game,921
winner,-1
game,922
winner,1
game,923
winner,-1
game,924
winner,-1
game,925
winner,1
game,926
winner,-1
game,927
winner,-1
game,928
winner,-1
game,929
winner,-1
game,930
winner,-1
game,931
winner,0
game,932
winner,-1
game,933
winner,1
game,934
winner,-1
game,935
winner,-1
game,936
winner,-1
game,937
winner,-1
game,938
winner,-1
game,939
winner,-1
game,940
winner,1
game,941
winner,-1
game,942
winner,-1
game,943
winner,1
game,944
winner,1
game,945
winner,-1
game,946
winner,-1
game,947
winner,-1
game,948
winner,-1
game,949
winner,-1
game,950
winner,1
game,951
winner,-1
game,952
winner,-1
game,953
winner,-1
game,954
winner,-1
game,955
winner,-1
game,956
winner,-1
game,957
winner,-1
game,958
winner,-1
game,959
winner,-1
game,960
winner,-1
game,961
winner,-1
game,962
winner,-1
game,963
winner,1
game,964
winner,-1
game,965
winner,0
game,966
winner,1
game,967
winner,-1
game,968
winner,-1
game,969
winner,-1
game,970
winner,-1
game,971
winner,-1
game,972
winner,-1
game,973
winner,-1
game,974
winner,-1
game,975
winner,-1
game,976
winner,-1
game,977
winner,1
game,978
winner,-1
game,979
winner,-1
game,980
winner,-1
game,981
winner,-1
game,982
winner,-1
game,983
winner,-1
game,984
winner,-1
game,985
winner,-1
game,986
winner,-1
game,987
winner,-1
game,988
winner,-1
game,989
winner,-1
game,990
winner,-1
game,991
winner,-1
game,992
winner,-1
game,993
winner,-1
game,994
winner,-1
game,995
winner,-1
game,996
winner,0
game,997
winner,-1
game,998
winner,-1
game,999
winner,-1
game,1000
winner,-1
game,1001
winner,-1
game,1002
winner,-1
game,1003
winner,-1
game,1004
winner,-1
game,1005
winner,-1
game,1006
winner,-1
game,1007
winner,-1
game,1008
winner,-1
game,1009
winner,-1
game,1010
winner,-1
game,1011
winner,-1
game,1012
winner,-1
game,1013
winner,-1
game,1014
winner,-1
game,1015
winner,0
game,1016
winner,-1
game,1017
winner,-1
game,1018
winner,-1
game,1019
winner,-1
game,1020
winner,-1
game,1021
winner,1
game,1022
winner,-1
game,1023
winner,-1
game,1024
winner,-1
game,1025
winner,-1
game,1026
winner,-1
game,1027
winner,-1
game,1028
winner,-1
game,1029
winner,1
game,1030
winner,1
game,1031
winner,-1
game,1032
winner,-1
game,1033
winner,-1
game,1034
winner,-1
game,1035
winner,-1
game,1036
winner,-1
game,1037
winner,-1
game,1038
winner,1
game,1039
winner,-1
game,1040
winner,1
game,1041
winner,-1
game,1042
winner,-1
game,1043
winner,-1
game,1044
winner,-1
game,1045
winner,1
game,1046
winner,-1
game,1047
winner,-1
game,1048
winner,-1
game,1049
winner,-1
game,1050
winner,1
game,1051
winner,-1
game,1052
winner,-1
game,1053
winner,-1
game,1054
winner,-1
game,1055
winner,-1
game,1056
winner,1
game,1057
winner,-1
game,1058
winner,-1
game,1059
winner,1
game,1060
winner,-1
game,1061
winner,-1
game,1062
winner,1
game,1063
winner,-1
game,1064
winner,-1
game,1065
winner,0
game,1066
winner,-1
game,1067
winner,-1
game,1068
winner,-1
game,1069
winner,-1
game,1070
winner,-1
game,1071
winner,-1
game,1072
winner,-1
game,1073
winner,-1
game,1074
winner,1
game,1075
winner,1
game,1076
winner,-1
game,1077
winner,-1
game,1078
winner,-1
game,1079
winner,-1
game,1080
winner,-1
game,1081
winner,1
game,1082
winner,0
game,1083
winner,-1
game,1084
winner,0
game,1085
winner,-1
game,1086
winner,1
game,1087
winner,-1
game,1088
winner,-1
game,1089
winner,-1
game,1090
winner,-1
game,1091
winner,-1
game,1092
winner,-1
game,1093
winner,-1
game,1094
winner,-1
game,1095
winner,1
game,1096
winner,-1
game,1097
winner,1
game,1098
winner,-1
game,1099
winner,1
game,1100
winner,-1
game,1101
winner,-1
game,1102
winner,-1
game,1103
winner,-1
game,1104
winner,-1
game,1105
winner,-1
game,1106
winner,-1
game,1107
winner,-1
game,1108
winner,-1
game,1109
winner,-1
game,1110
winner,-1
game,1111
winner,-1
game,1112
winner,-1
game,1113
winner,-1
game,1114
winner,-1
game,1115
winner,-1
game,1116
winner,-1
game,1117
winner,-1
game,1118
winner,-1
game,1119
winner,-1
game,1120
winner,-1
game,1121
winner,0
game,1122
winner,-1
game,1123
winner,-1
game,1124
winner,-1
game,1125
winner,-1
game,1126
winner,-1
game,1127
winner,1
game,1128
winner,-1
game,1129
winner,1
game,1130
winner,-1
game,1131
winner,-1
game,1132
winner,-1
game,1133
winner,-1
game,1134
winner,-1
game,1135
winner,-1
game,1136
winner,1
game,1137
winner,-1
game,1138
winner,-1
game,1139
winner,-1
game,1140
winner,-1
game,1141
winner,1
game,1142
winner,-1
game,1143
winner,-1
game,1144
winner,-1
game,1145
winner,-1
game,1146
winner,-1
game,1147
winner,-1
game,1148
winner,-1
game,1149
winner,-1
game,1150
winner,-1
game,1151
winner,-1
game,1152
winner,-1
game,1153
winner,-1
game,1154
winner,-1
game,1155
winner,-1
game,1156
winner,-1
game,1157
winner,0
game,1158
winner,1
game,1159
winner,1
game,1160
winner,-1
game,1161
winner,1
game,1162
winner,-1
game,1163
winner,1
game,1164
winner,-1
game,1165
winner,-1
game,1166
winner,-1
game,1167
winner,-1
game,1168
winner,-1
game,1169
winner,-1
game,1170
winner,-1
game,1171
winner,-1
game,1172
winner,1
game,1173
winner,1
game,1174
winner,1
game,1175
winner,-1
game,1176
winner,-1
game,1177
winner,-1
game,1178
winner,-1
game,1179
winner,-1
game,1180
winner,-1
game,1181
winner,1
game,1182
winner,-1
game,1183
winner,-1
game,1184
winner,-1
game,1185
winner,-1
game,1186
winner,1
game,1187
winner,1
game,1188
winner,-1
game,1189
winner,-1
game,1190
winner,-1
game,1191
winner,-1
game,1192
winner,-1
game,1193
winner,-1
game,1194
winner,-1
game,1195
winner,-1
game,1196
winner,-1
game,1197
winner,-1
game,1198
winner,-1
game,1199
winner,1
game,1200
winner,-1
game,1201
winner,-1
game,1202
winner,1
game,1203
winner,0
game,1204
winner,-1
game,1205
winner,1
game,1206
winner,-1
game,1207
winner,-1
game,1208
winner,-1
game,1209
winner,0
game,1210
winner,-1
game,1211
winner,1
game,1212
winner,1
game,1213
winner,-1
game,1214
winner,-1
game,1215
winner,-1
game,1216
winner,1
game,1217
winner,-1
game,1218
winner,-1
game,1219
winner,-1
game,1220
winner,-1
game,1221
winner,-1
game,1222
winner,-1
game,1223
winner,-1
game,1224
winner,1
game,1225
winner,-1
game,1226
winner,-1
game,1227
winner,-1
game,1228
winner,0
game,1229
winner,-1
game,1230
winner,-1
game,1231
winner,1
game,1232
winner,-1
game,1233
winner,-1
game,1234
winner,1
game,1235
winner,-1
game,1236
winner,1
game,1237
winner,-1
game,1238
winner,-1
game,1239
winner,-1
game,1240
winner,-1
game,1241
winner,-1
game,1242
winner,-1
game,1243
winner,-1
game,1244
winner,1
game,1245
winner,1
game,1246
winner,-1
game,1247
winner,-1
game,1248
winner,1
game,1249
winner,-1
game,1250
winner,-1
game,1251
