game,0
check,False
game,1
check,True
check,False
check,False
game,2
check,True
check,False
game,3
check,True
check,False
check,False
game,4
check,True
check,False
game,5
check,True
check,False
check,False
check,False
check,False
check,False
check,False
check,False
check,False
check,False
game,6
check,False
check,False
check,False
check,False
check,False
check,False
game,7
check,False
check,False
game,8
check,False
check,False
check,False
check,False
check,False
check,False
game,9
check,False
check,False
check,False
check,False
check,False
check,False
check,False
check,False
game,10
check,True
check,True
check,True
game,11
check,True
check,True
game,12
check,False
check,False
check,False
check,False
check,False
game,13
check,False
game,14
check,True
check,False
game,15
check,True
check,False
check,False
check,False
check,False
check,False
check,False
check,True
check,False
game,16
check,False
check,False
check,False
check,False
check,False
check,False
game,17
check,False
check,True
check,False
check,False
game,18
check,True
check,False
game,19
check,False
check,True
check,True
check,False
check,False
game,20
check,True
check,False
check,False
check,False
check,False
check,False
check,False
game,21
check,False
check,False
check,False
check,False
check,False
game,22
check,True
check,False
check,False
check,True
game,23
check,True
check,False
game,24
check,False
check,True
check,False
check,False
check,False
check,False
check,False
check,False
check,False
check,False
game,25
check,False
game,26
check,True
check,True
check,False
game,27
check,True
check,True
game,28
check,False
check,False
game,29
check,True
check,False
check,False
check,False
check,False
check,False
game,30
check,True
check,True
check,True
check,True
check,True
check,False
check,False
check,False
game,31
check,True
check,False
game,32
check,True
check,False
check,False
check,True
check,False
check,True
check,False
game,33
check,False
check,True
check,False
check,False
check,False
game,34
check,False
check,False
check,True
check,True
game,35
check,False
check,True
game,36
check,True
check,False
game,37
check,True
check,False
check,False
game,38
check,True
check,True
game,39
check,True
check,False
check,False
check,True
game,40
check,False
check,False
check,True
check,False
check,False
check,False
check,False
check,False
check,False
check,False
check,False
game,41
check,False
check,False
game,42
check,False
check,False
check,False
check,False
check,False
game,43
check,False
check,False
check,False
game,44
check,False
check,False
check,False
check,False
check,True
game,45
check,False
check,False
check,True
check,False
check,False
check,False
check,False
game,46
check,True
check,False
check,False
game,47
check,True
check,True
check,False
game,48
check,False
check,True
check,False
game,49
check,True
check,False
check,False
check,True
game,50
check,False
check,False
check,True
game,51
check,False
check,True
game,52
check,False
check,True
check,True
game,53
check,False
check,False
check,False
game,54
check,False
check,False
game,55
check,False
check,True
check,False
check,False
game,56
check,True
check,True
check,False
game,57
check,True
check,True
check,False
game,58
check,False
check,True
check,True
check,False
game,59
check,True
check,True
check,False
check,False
game,60
check,True
check,False
check,False
check,True
check,False
game,61
check,True
check,True
