,me_mean,me_std
0,0.0,0.6324555320336759
1,0.2,0.7483314773547883
2,0.4,0.8
3,0.6,1.019803902718557
4,0.6,1.019803902718557
5,0.8,0.7483314773547882
6,0.8,0.9797958971132712
7,1.0,1.4142135623730951
8,1.2,1.1661903789690602
9,1.4,1.2000000000000002
10,1.6,1.0198039027185568
11,1.8,1.1661903789690602
12,1.6,1.0198039027185568
13,2.0,0.8944271909999159
14,2.0,0.8944271909999159
15,1.8,1.1661903789690602
16,1.8,0.9797958971132713
17,1.6,1.2
18,1.6,1.3564659966250536
19,1.6,1.3564659966250536
20,1.8,1.32664991614216
21,2.4,1.624807680927192
22,2.6,1.9595917942265424
23,2.6,1.9595917942265424
24,2.6,1.9595917942265424
25,3.0,1.7888543819998317
26,3.6,1.8547236990991407
27,4.0,1.7888543819998317
28,4.4,1.7435595774162693
29,4.8,1.469693845669907
30,5.2,1.7204650534085253
31,5.4,2.244994432064365
32,5.2,2.4
33,5.4,2.244994432064365
34,5.8,2.039607805437114
35,6.2,1.7204650534085253
36,6.6,1.3564659966250536
37,7.0,1.4142135623730951
38,7.2,1.16619037896906
39,7.4,1.4966629547095767
40,7.4,1.624807680927192
41,7.2,1.7204650534085253
42,7.2,1.9390719429665315
43,8.0,2.0
44,8.2,1.9390719429665315
45,8.4,1.9595917942265424
46,8.6,2.244994432064365
47,9.0,2.6076809620810595
48,9.4,2.6532998322843198
49,9.4,2.6532998322843198
50,10.0,2.6076809620810595
51,10.2,2.85657137141714
52,10.2,2.85657137141714
53,10.4,3.2
54,10.8,3.3105890714493698
55,11.0,3.286335345030997
56,11.2,3.249615361854384
57,11.2,3.54400902933387
58,11.4,3.555277766926235
59,11.6,3.6110940170535577
60,11.6,3.6110940170535577
61,11.8,3.655133376499413
62,12.0,3.9496835316262997
63,12.2,4.261455150532504
64,12.2,4.261455150532504
65,12.2,4.261455150532504
66,12.2,4.261455150532504
67,12.4,4.317406628984581
68,12.8,4.534313619501853
