,me_mean,me_std,opp_mean,opp_std
0,0.2,0.4000000000000001,0.0,0.0
1,0.2,0.4000000000000001,0.2,0.4
2,0.4,0.8000000000000002,0.2,0.4
3,0.6,1.2000000000000002,0.2,0.4
4,0.6,1.2000000000000002,0.2,0.4
5,0.8,1.6000000000000003,0.2,0.4
6,1.2,1.9390719429665317,0.2,0.4
7,1.4,1.8547236990991407,0.2,0.4
8,1.6,2.244994432064365,0.2,0.4
9,1.8,2.638181191654584,0.2,0.4
10,2.2,2.4819347291981715,0.2,0.4
11,2.4,2.416609194718914,0.2,0.4
12,2.8,2.315167380558045,0.2,0.4
13,3.2,2.6381811916545836,0.2,0.4
14,3.4,3.0066592756745814,0.2,0.4
15,3.6,3.0066592756745822,0.4,0.4898979485566356
16,4.0,3.40587727318528,0.4,0.4898979485566356
17,4.6,3.006659275674582,0.4,0.4898979485566356
18,4.8,3.059411708155671,0.4,0.4898979485566356
19,5.0,3.40587727318528,0.4,0.4898979485566356
20,5.6,3.7735924528226414,0.6,0.7999999999999999
21,6.2,3.9698866482558417,0.6,0.7999999999999999
22,6.6,4.079215610874227,0.6,0.7999999999999999
23,6.8,4.069397989875161,0.6,0.7999999999999999
24,7.2,3.7094473981982814,0.6,0.7999999999999999
25,7.4,3.6110940170535577,0.6,0.7999999999999999
26,7.4,3.6110940170535577,0.6,0.7999999999999999
27,7.8,3.3704599092705436,0.6,0.7999999999999999
28,8.0,3.286335345030997,0.8,0.7483314773547882
29,8.4,3.6110940170535577,0.8,0.7483314773547882
30,8.6,3.3823069050575527,1.0,0.8944271909999159
31,8.6,3.3823069050575527,1.0,0.8944271909999159
32,8.8,3.370459909270543,1.0,0.8944271909999159
33,9.2,3.1240998703626617,1.0,0.8944271909999159
34,9.2,3.1240998703626617,1.0,0.8944271909999159
35,9.6,3.006659275674582,1.0,0.8944271909999159
36,10.0,3.1622776601683795,1.0,0.8944271909999159
37,10.2,2.993325909419153,1.2,1.1661903789690602
38,10.6,3.3823069050575527,1.2,1.1661903789690602
39,10.6,3.3823069050575527,1.6,1.2
40,10.8,3.249615361854384,1.6,1.2
41,11.4,3.555277766926235,1.6,1.2
42,11.6,3.4409301068170506,1.8,1.16619037896906
43,12.0,3.63318042491699,1.8,1.16619037896906
44,12.0,3.63318042491699,1.8,1.16619037896906
45,12.0,3.63318042491699,1.8,1.16619037896906
46,12.2,3.54400902933387,1.8,1.16619037896906
47,12.2,3.54400902933387,1.8,1.16619037896906
48,12.8,3.3105890714493698,1.8,1.16619037896906
49,13.2,3.709447398198282,1.8,1.16619037896906
50,13.4,3.6660605559646724,2.0,1.2649110640673518
51,13.6,3.4985711369071804,2.0,1.2649110640673518
52,14.2,3.7094473981982814,2.2,0.9797958971132712
53,14.2,3.7094473981982814,2.2,0.9797958971132712
54,14.4,3.6110940170535577,2.2,0.9797958971132712
55,15.0,3.8987177379235853,2.2,0.9797958971132712
56,15.2,3.6551333764994136,2.2,0.9797958971132712
57,15.4,4.029888335921977,2.2,0.9797958971132712
58,16.0,3.8987177379235853,2.2,0.9797958971132712
59,16.0,3.8987177379235853,2.2,0.9797958971132712
60,16.0,3.8987177379235853,2.2,0.9797958971132712
61,16.2,3.655133376499413,2.2,0.9797958971132712
62,16.2,3.655133376499413,2.4,1.2
63,16.4,3.6110940170535577,2.4,1.2
64,16.4,3.6110940170535577,2.4,1.2
65,16.6,3.5552777669262356,2.4,1.2
66,16.8,3.3105890714493698,2.4,1.2
67,17.0,3.687817782917155,2.4,1.2
68,17.2,3.4871191548325386,2.4,1.2
69,17.4,3.440930106817051,2.4,1.2
70,17.6,3.3823069050575527,2.4,1.2
71,18.0,3.286335345030997,2.4,1.2
72,18.0,3.286335345030997,2.4,1.2
73,18.0,3.286335345030997,2.4,1.2
74,18.2,3.655133376499413,2.4,1.2
75,18.4,3.440930106817051,2.4,1.2
76,19.0,3.63318042491699,2.4,1.2
77,19.2,3.54400902933387,2.8,1.6
78,19.4,3.4985711369071804,2.8,1.6
79,19.6,3.4985711369071804,2.8,1.6
80,20.0,3.3466401061363023,2.8,1.6
81,20.2,3.1874754901018454,2.8,1.6
82,20.6,3.4985711369071804,2.8,1.6
83,20.8,3.4871191548325386,3.0,1.8973665961010275
84,20.8,3.4871191548325386,3.0,1.8973665961010275
85,21.0,3.286335345030997,3.2,1.9390719429665317
86,21.0,3.286335345030997,3.2,1.9390719429665317
87,21.4,3.6660605559646724,3.2,1.9390719429665317
88,21.6,4.029888335921977,3.2,1.9390719429665317
89,21.6,4.029888335921977,3.4,2.0591260281974
90,21.6,4.029888335921977,3.4,2.0591260281974
91,21.6,4.029888335921977,3.4,2.0591260281974
92,21.8,3.8678159211627436,3.4,2.0591260281974
93,22.2,4.261455150532504,3.4,2.0591260281974
94,22.6,4.673328578219168,3.4,2.0591260281974
95,22.8,5.035871324805669,3.4,2.0591260281974
96,23.2,4.707440918375928,3.4,2.0591260281974
97,23.4,4.5431266766402185,3.4,2.0591260281974
98,23.6,4.409081537009721,3.4,2.0591260281974
99,23.8,4.445222154178574,3.4,2.0591260281974
100,24.0,4.516635916254486,3.4,2.0591260281974
101,24.2,4.4,3.4,2.0591260281974
102,24.4,4.2708313008125245,3.4,2.0591260281974
103,24.6,4.363484845854286,3.4,2.0591260281974
104,25.0,4.516635916254486,3.4,2.0591260281974
105,25.4,4.963869458396343,3.6,2.33238075793812
106,25.6,4.841487374764082,3.6,2.33238075793812
107,26.0,4.857983120596447,3.8,2.1354156504062622
108,26.4,4.6303347611160905,3.8,2.1354156504062622
109,26.8,4.833218389437829,3.8,2.1354156504062622
110,26.8,4.833218389437829,3.8,2.1354156504062622
111,27.4,4.586937976471886,3.8,2.1354156504062622
112,27.6,4.498888751680797,3.8,2.1354156504062622
113,27.8,4.261455150532504,3.8,2.1354156504062622
114,27.8,4.261455150532504,3.8,2.1354156504062622
115,28.2,4.534313619501853,3.8,2.1354156504062622
116,28.2,4.534313619501853,3.8,2.1354156504062622
117,28.4,4.498888751680797,3.8,2.1354156504062622
118,29.0,4.604345773288535,3.8,2.1354156504062622
119,29.4,4.498888751680797,3.8,2.1354156504062622
120,29.4,4.498888751680797,4.2,2.039607805437114
121,29.4,4.498888751680797,4.2,2.039607805437114
122,29.8,4.354308211415448,4.2,2.039607805437114
123,29.8,4.354308211415448,4.2,2.039607805437114
124,29.8,4.354308211415448,4.2,2.039607805437114
125,30.2,4.48998886412873,4.2,2.039607805437114
126,30.4,4.31740662898458,4.2,2.039607805437114
127,30.6,4.2708313008125245,4.4,1.8547236990991407
128,30.8,4.1182520563948,4.4,1.8547236990991407
129,31.0,4.47213595499958,4.4,1.8547236990991407
130,31.0,4.47213595499958,4.4,1.8547236990991407
131,31.4,4.317406628984581,4.4,1.8547236990991407
132,31.8,4.354308211415448,4.4,1.8547236990991407
133,31.8,4.354308211415448,4.6,1.7435595774162693
134,31.8,4.354308211415448,4.6,1.7435595774162693
135,32.2,4.261455150532504,4.6,1.7435595774162693
136,32.8,4.664761515876241,4.6,1.7435595774162693
137,33.0,4.381780460041329,4.6,1.7435595774162693
138,33.0,4.381780460041329,4.6,1.7435595774162693
139,33.4,4.758150901348127,4.6,1.7435595774162693
140,33.6,5.083306010855534,4.6,1.7435595774162693
141,33.6,5.083306010855534,4.6,1.7435595774162693
142,33.8,5.1146847410177685,4.6,1.7435595774162693
143,33.8,5.1146847410177685,4.6,1.7435595774162693
144,34.0,5.176871642217914,4.6,1.7435595774162693
145,34.0,5.176871642217914,4.6,1.7435595774162693
146,34.2,5.491812087098392,4.6,1.7435595774162693
147,34.2,5.491812087098392,4.6,1.7435595774162693
148,34.2,5.491812087098392,4.6,1.7435595774162693
149,34.4,5.238320341483518,4.8,1.7204650534085253
150,34.4,5.238320341483518,4.8,1.7204650534085253
151,34.8,5.6,4.8,1.7204650534085253
152,34.8,5.6,4.8,1.7204650534085253
153,35.0,5.366563145999495,4.8,1.7204650534085253
154,35.4,5.4626001134990645,5.0,1.4142135623730951
155,35.4,5.4626001134990645,5.0,1.4142135623730951
156,35.6,5.782732917920384,5.0,1.4142135623730951
157,35.6,5.782732917920384,5.0,1.4142135623730951
158,35.6,5.782732917920384,5.0,1.4142135623730951
159,36.0,5.621387729022079,5.2,1.16619037896906
160,36.2,5.946427498927402,5.2,1.16619037896906
161,36.4,6.019966777316965,5.2,1.16619037896906
162,36.6,5.817215828899594,5.2,1.16619037896906
163,36.6,5.817215828899594,5.4,1.4966629547095764
164,37.0,6.164414002968976,5.6,1.624807680927192
165,37.2,6.49307323229917,5.8,1.9390719429665317
166,37.4,6.3118935352238,5.8,1.9390719429665317
167,37.4,6.3118935352238,5.8,1.9390719429665317
168,37.6,6.343500610861483,5.8,1.9390719429665317
169,37.8,6.675327707311455,6.0,1.7888543819998317
170,38.0,7.014271166700073,6.0,1.7888543819998317
171,38.4,6.887670143089026,6.0,1.7888543819998317
172,38.6,6.6513156593263565,6.0,1.7888543819998317
173,38.8,6.705221845696084,6.0,1.7888543819998317
174,39.2,6.49307323229917,6.0,1.7888543819998317
175,39.2,6.49307323229917,6.0,1.7888543819998317
176,39.4,6.829348431585549,6.0,1.7888543819998317
177,40.0,7.042726744663604,6.0,1.7888543819998317
178,40.2,7.054076835419359,6.0,1.7888543819998317
179,40.4,7.116178749862878,6.0,1.7888543819998317
180,40.4,7.116178749862878,6.0,1.7888543819998317
181,40.4,7.116178749862878,6.2,1.9390719429665317
182,40.6,7.144228439796701,6.2,1.9390719429665317
183,40.6,7.144228439796701,6.2,1.9390719429665317
184,40.8,7.222188034107115,6.4,2.244994432064365
185,41.0,7.042726744663604,6.8,1.9390719429665317
186,41.0,7.042726744663604,6.8,1.9390719429665317
187,41.4,7.445804187594515,6.8,1.9390719429665317
188,41.8,7.222188034107115,6.8,1.9390719429665317
189,42.0,7.321202087089251,6.8,1.9390719429665317
190,42.0,7.321202087089251,6.8,1.9390719429665317
191,42.2,7.6262703859750465,6.8,1.9390719429665317
192,42.2,7.6262703859750465,6.8,1.9390719429665317
193,42.4,7.391887445030531,7.0,2.280350850198276
194,42.4,7.391887445030531,7.0,2.280350850198276
195,42.4,7.391887445030531,7.2,2.227105745132009
196,42.4,7.391887445030531,7.2,2.227105745132009
197,42.4,7.391887445030531,7.2,2.227105745132009
198,42.4,7.391887445030531,7.2,2.227105745132009
199,42.6,7.709734106958553,7.2,2.227105745132009
200,42.8,8.034923770640267,7.4,2.33238075793812
201,43.0,7.848566748139434,7.6,2.3323807579381204
202,43.2,8.182909018191515,7.6,2.3323807579381204
203,43.4,7.964923100695951,7.6,2.3323807579381204
204,43.4,7.964923100695951,7.6,2.3323807579381204
205,43.4,7.964923100695951,7.6,2.3323807579381204
206,43.6,8.039900496896713,7.6,2.3323807579381204
207,44.0,7.92464510246358,7.6,2.3323807579381204
208,44.0,7.92464510246358,7.6,2.3323807579381204
209,44.0,7.92464510246358,7.6,2.3323807579381204
210,44.0,7.92464510246358,7.6,2.3323807579381204
211,44.4,7.709734106958554,7.6,2.3323807579381204
212,44.6,7.525955088890712,7.8,2.1354156504062622
213,44.8,7.520638270785266,7.8,2.1354156504062622
214,44.8,7.520638270785266,7.8,2.1354156504062622
215,45.0,7.615773105863909,7.8,2.1354156504062622
216,45.4,7.939773296511683,8.0,2.280350850198276
217,45.4,7.939773296511683,8.0,2.280350850198276
218,46.0,7.848566748139434,8.0,2.280350850198276
219,46.0,7.848566748139434,8.2,2.1354156504062622
220,46.4,7.445804187594515,8.6,2.0591260281974
221,47.0,7.615773105863909,8.6,2.0591260281974
222,47.4,7.964923100695951,8.6,2.0591260281974
223,47.4,7.964923100695951,8.6,2.0591260281974
224,47.6,7.735631842325487,8.6,2.0591260281974
225,47.6,7.735631842325487,8.8,2.315167380558045
226,47.6,7.735631842325487,8.8,2.315167380558045
227,47.6,7.735631842325487,8.8,2.315167380558045
228,47.8,7.573638491504595,9.0,2.280350850198276
229,47.8,7.573638491504595,9.0,2.280350850198276
230,47.8,7.573638491504595,9.0,2.280350850198276
231,47.8,7.573638491504595,9.0,2.280350850198276
232,48.2,7.19444229944198,9.0,2.280350850198276
233,48.4,7.200000000000001,9.0,2.280350850198276
234,48.8,7.0823724838503095,9.0,2.280350850198276
235,49.2,6.99714227381436,9.0,2.280350850198276
236,49.8,6.615134163416491,9.0,2.280350850198276
237,49.8,6.615134163416491,9.2,2.315167380558045
238,50.2,6.8527366796047255,9.4,2.5768197453450252
239,50.4,7.200000000000001,9.6,2.870540018881465
240,50.6,7.2,9.6,2.870540018881465
241,50.8,7.11055553385247,9.8,3.1874754901018454
242,50.8,7.11055553385247,9.8,3.1874754901018454
243,51.0,7.042726744663604,9.8,3.1874754901018454
244,51.2,7.054076835419359,9.8,3.1874754901018454
245,51.2,7.054076835419359,9.8,3.1874754901018454
246,51.8,7.11055553385247,9.8,3.1874754901018454
247,52.2,7.386474125047754,9.8,3.1874754901018454
248,52.2,7.386474125047754,10.0,3.22490309931942
249,52.2,7.386474125047754,10.0,3.22490309931942
250,52.6,7.059745037889116,10.0,3.22490309931942
251,52.6,7.059745037889116,10.0,3.22490309931942
252,52.8,7.054076835419359,10.2,3.249615361854384
253,53.0,7.402702209328699,10.2,3.249615361854384
254,53.2,7.386474125047754,10.2,3.249615361854384
255,53.8,7.332121111929343,10.2,3.249615361854384
256,53.8,7.332121111929343,10.2,3.249615361854384
257,53.8,7.332121111929343,10.4,3.5552777669262356
258,53.8,7.332121111929343,10.6,3.4985711369071804
259,54.0,7.042726744663604,10.6,3.4985711369071804
260,54.4,7.059745037889116,10.6,3.4985711369071804
261,54.6,7.391887445030531,10.6,3.4985711369071804
262,54.6,7.391887445030531,10.6,3.4985711369071804
263,54.8,7.332121111929343,10.6,3.4985711369071804
264,55.4,7.391887445030532,10.6,3.4985711369071804
265,55.4,7.391887445030532,10.6,3.4985711369071804
266,55.6,7.735631842325487,10.8,3.54400902933387
267,55.8,7.678541528180987,11.0,3.847076812334269
268,56.0,7.694153624668538,11.4,3.5552777669262356
269,56.2,7.652450587883597,11.6,3.6110940170535577
270,56.6,7.337574531137657,11.6,3.6110940170535577
271,56.6,7.337574531137657,11.8,3.7094473981982814
272,56.6,7.337574531137657,11.8,3.7094473981982814
273,56.8,7.678541528180987,11.8,3.7094473981982814
274,56.8,7.678541528180987,12.0,4.0
275,57.0,7.694153624668538,12.0,4.0
276,57.4,7.761443164772903,12.0,4.0
277,57.8,7.730459236035076,12.0,4.0
278,58.2,7.493997598078077,12.0,4.0
279,58.4,7.445804187594515,12.0,4.0
280,58.4,7.445804187594515,12.0,4.0
281,58.6,7.172168430816444,12.0,4.0
282,58.8,7.11055553385247,12.0,4.0
283,59.0,6.841052550594828,12.0,4.0
284,59.0,6.841052550594828,12.2,3.919183588453085
285,59.2,6.794115100585212,12.2,3.919183588453085
286,59.4,6.740919818541088,12.2,3.919183588453085
287,59.4,6.740919818541088,12.4,4.223742416388576
288,59.4,6.740919818541088,12.6,4.317406628984581
289,59.6,6.468384651518491,12.6,4.317406628984581
290,59.6,6.468384651518491,12.6,4.317406628984581
291,59.6,6.468384651518491,12.6,4.317406628984581
292,59.8,6.493073232299171,12.6,4.317406628984581
293,59.8,6.493073232299171,12.6,4.317406628984581
294,60.2,6.49307323229917,12.6,4.317406628984581
295,60.6,6.800000000000001,12.6,4.317406628984581
296,60.8,6.523802572120037,12.6,4.317406628984581
297,61.2,6.910861017268399,12.8,4.019950248448356
298,61.6,7.310266752998826,12.8,4.019950248448356
299,61.6,7.310266752998826,13.0,4.0
300,61.8,7.652450587883596,13.0,4.0
301,62.2,7.909487973314075,13.0,4.0
302,62.4,7.863841300535,13.2,4.308131845707603
303,62.4,7.863841300535,13.4,4.223742416388576
304,62.4,7.863841300535,13.6,4.17612260356422
305,62.4,7.863841300535,13.6,4.17612260356422
306,62.4,7.863841300535,13.6,4.17612260356422
307,62.4,7.863841300535,13.6,4.17612260356422
308,62.4,7.863841300535,13.8,4.166533331199932
309,62.8,7.884161337770809,14.0,4.47213595499958
310,63.0,8.221921916437786,14.0,4.47213595499958
311,63.4,8.260750571225353,14.0,4.47213595499958
312,63.6,8.593020423576334,14.0,4.47213595499958
313,63.6,8.593020423576334,14.0,4.47213595499958
314,63.8,8.328265125462805,14.2,4.445222154178574
315,63.8,8.328265125462805,14.4,4.498888751680797
316,63.8,8.328265125462805,14.4,4.498888751680797
317,64.2,7.959899496852959,14.4,4.498888751680797
