,me_mean,me_std,opp_mean,opp_std
0,0.2,0.4,0.2,0.4000000000000001
1,0.4,0.4898979485566356,0.2,0.4000000000000001
2,0.6,0.48989794855663565,0.2,0.4000000000000001
3,0.8,0.7483314773547883,0.2,0.4000000000000001
4,0.8,0.7483314773547883,0.2,0.4000000000000001
5,1.2,0.4,0.4,0.4898979485566356
6,1.4,0.4898979485566356,0.6,0.48989794855663565
7,1.8,0.7483314773547883,0.8,0.7483314773547883
8,2.2,0.7483314773547882,1.0,0.6324555320336759
9,2.4,0.8,1.0,0.6324555320336759
10,2.6,0.4898979485566356,1.0,0.6324555320336759
11,3.0,0.8944271909999159,1.2,0.4
12,3.0,0.8944271909999159,1.4,0.4898979485566356
13,3.4,1.019803902718557,1.4,0.4898979485566356
14,3.4,1.019803902718557,1.4,0.4898979485566356
15,3.4,1.019803902718557,1.6,0.7999999999999999
16,3.6,1.019803902718557,1.8,0.7483314773547883
17,3.6,1.019803902718557,2.0,1.0954451150103321
18,3.8,1.1661903789690602,2.2,1.1661903789690602
19,3.8,1.1661903789690602,2.2,1.1661903789690602
20,4.0,1.0954451150103321,2.2,1.1661903789690602
21,4.6,1.019803902718557,2.2,1.1661903789690602
22,4.8,1.32664991614216,2.2,1.1661903789690602
23,5.0,1.4142135623730951,2.4,1.2
24,5.0,1.4142135623730951,2.4,1.2
25,5.4,1.4966629547095764,2.4,1.2
26,6.0,1.4142135623730951,2.4,1.2
27,6.4,1.624807680927192,2.4,1.2
28,6.8,1.7204650534085253,2.4,1.2
29,7.2,1.7204650534085253,2.4,1.2
30,7.6,1.9595917942265424,2.4,1.2
31,8.0,2.280350850198276,2.6,1.4966629547095767
32,8.0,2.280350850198276,2.8,1.6
33,8.2,2.2271057451320084,2.8,1.6
34,8.6,2.33238075793812,2.8,1.6
35,9.0,2.0,2.8,1.6
36,9.4,1.7435595774162693,2.8,1.6
37,9.8,2.039607805437114,2.8,1.6
38,10.0,1.6733200530681511,2.8,1.6
39,10.2,1.7204650534085253,2.8,1.6
40,10.4,1.3564659966250536,3.0,1.7888543819998317
41,10.4,1.3564659966250536,3.2,1.6
42,10.6,1.019803902718557,3.4,1.8547236990991407
43,11.4,0.8,3.4,1.8547236990991407
44,11.6,1.019803902718557,3.4,1.8547236990991407
45,11.8,1.3266499161421599,3.4,1.8547236990991407
46,12.0,1.4142135623730951,3.4,1.8547236990991407
47,12.4,1.8547236990991407,3.4,1.8547236990991407
48,12.8,1.9390719429665315,3.4,1.8547236990991407
49,12.8,1.9390719429665315,3.4,1.8547236990991407
50,13.4,1.8547236990991407,3.4,1.8547236990991407
51,13.8,1.8330302779823358,3.6,2.0591260281974
52,13.8,1.8330302779823358,3.6,2.0591260281974
53,14.0,2.0976176963403033,3.6,2.0591260281974
54,14.4,2.244994432064365,3.6,2.0591260281974
55,14.6,2.1540659228538015,3.6,2.0591260281974
56,14.8,2.3151673805580453,3.6,2.0591260281974
57,15.0,2.5298221281347035,3.8,2.3151673805580453
58,15.2,2.481934729198171,3.8,2.3151673805580453
59,15.4,2.727636339397171,3.8,2.3151673805580453
60,15.4,2.727636339397171,3.8,2.3151673805580453
61,15.6,2.727636339397171,3.8,2.3151673805580453
62,15.8,2.9257477676655586,3.8,2.3151673805580453
63,16.0,3.1622776601683795,3.8,2.3151673805580453
64,16.0,3.1622776601683795,3.8,2.3151673805580453
65,16.0,3.1622776601683795,3.8,2.3151673805580453
66,16.0,3.1622776601683795,3.8,2.3151673805580453
67,16.2,3.1874754901018454,3.8,2.3151673805580453
68,16.6,3.2,3.8,2.3151673805580453
69,16.6,3.2,4.0,2.5298221281347035
70,16.6,3.2,4.2,2.785677655436824
71,17.0,2.756809750418044,4.4,3.006659275674582
72,17.2,2.7856776554368237,4.6,3.2619012860600183
73,17.4,2.5768197453450252,4.6,3.2619012860600183
74,17.6,2.416609194718914,4.6,3.2619012860600183
