,me_mean,me_std,opp_mean,opp_std
0,0.2,0.4,0.2,0.4000000000000001
1,0.4,0.4898979485566356,0.2,0.4000000000000001
2,0.6,0.48989794855663565,0.2,0.4000000000000001
3,1.0,0.6324555320336759,0.2,0.4000000000000001
4,1.4,0.8,0.2,0.4000000000000001
5,2.2,1.1661903789690602,0.2,0.4000000000000001
6,2.8,1.4696938456699067,0.2,0.4000000000000001
7,2.8,1.4696938456699067,0.2,0.4000000000000001
8,3.2,1.1661903789690602,0.2,0.4000000000000001
9,3.2,1.1661903789690602,0.6,0.48989794855663565
10,3.4,1.2000000000000002,0.6,0.48989794855663565
11,3.8,1.469693845669907,0.8,0.7483314773547882
12,4.4,1.854723699099141,0.8,0.7483314773547882
13,5.0,2.0976176963403033,0.8,0.7483314773547882
14,5.0,2.0976176963403033,0.8,0.7483314773547882
15,5.2,2.3151673805580453,0.8,0.7483314773547882
16,5.4,2.4166091947189146,1.0,1.0954451150103321
17,5.6,2.4979991993593593,1.0,1.0954451150103321
18,5.8,2.7129319932501077,1.0,1.0954451150103321
19,6.0,2.8284271247461903,1.0,1.0954451150103321
20,6.2,2.7856776554368237,1.0,1.0954451150103321
21,6.4,2.8000000000000003,1.0,1.0954451150103321
22,6.6,2.4166091947189146,1.0,1.0954451150103321
23,6.6,2.4166091947189146,1.0,1.0954451150103321
24,6.6,2.4166091947189146,1.2,1.4696938456699067
25,6.6,2.4166091947189146,1.4,1.4966629547095764
26,6.6,2.4166091947189146,1.4,1.4966629547095764
27,6.6,2.4166091947189146,1.4,1.4966629547095764
28,7.0,2.6076809620810595,1.4,1.4966629547095764
29,7.2,2.7129319932501077,1.4,1.4966629547095764
30,7.4,2.8705400188814645,1.4,1.4966629547095764
31,7.6,3.006659275674582,1.4,1.4966629547095764
32,7.8,2.9933259094191533,1.6,1.624807680927192
33,7.8,2.9933259094191533,1.6,1.624807680927192
34,8.2,2.7856776554368237,1.6,1.624807680927192
35,8.2,2.7856776554368237,1.6,1.624807680927192
36,8.4,2.939387691339814,1.6,1.624807680927192
37,8.8,3.1874754901018454,1.6,1.624807680927192
38,9.0,3.1622776601683795,1.8,1.6
39,9.0,3.1622776601683795,1.8,1.6
40,9.6,3.5552777669262356,1.8,1.6
41,9.6,3.5552777669262356,2.0,1.4142135623730951
42,9.6,3.5552777669262356,2.2,1.5999999999999999
43,9.8,3.7629775444453557,2.4,1.8547236990991407
44,10.4,3.9293765408777,2.4,1.8547236990991407
45,10.6,4.079215610874228,2.4,1.8547236990991407
46,11.0,4.242640687119285,2.4,1.8547236990991407
47,11.4,4.029888335921977,2.4,1.8547236990991407
48,11.8,4.4,2.4,1.8547236990991407
49,11.8,4.4,2.6,2.0591260281974
50,12.2,4.621688003316537,2.6,2.0591260281974
51,12.6,4.223742416388575,2.6,2.0591260281974
52,12.8,4.445222154178574,2.6,2.0591260281974
53,13.6,4.8,2.6,2.0591260281974
54,13.8,4.833218389437829,2.8,2.039607805437114
55,14.0,4.8166378315169185,3.0,2.280350850198276
56,14.4,4.498888751680797,3.0,2.280350850198276
57,14.6,4.586937976471886,3.0,2.280350850198276
58,14.8,4.214261501141095,3.0,2.280350850198276
59,14.8,4.214261501141095,3.0,2.280350850198276
60,15.0,3.847076812334269,3.0,2.280350850198276
61,15.2,4.069397989875161,3.2,2.4819347291981715
62,15.4,4.317406628984581,3.2,2.4819347291981715
63,15.4,4.317406628984581,3.2,2.4819347291981715
64,15.4,4.317406628984581,3.2,2.4819347291981715
65,15.6,4.409081537009721,3.2,2.4819347291981715
66,15.8,4.354308211415448,3.2,2.4819347291981715
67,15.8,4.354308211415448,3.2,2.4819347291981715
68,16.0,4.427188724235731,3.2,2.4819347291981715
69,16.4,4.498888751680797,3.2,2.4819347291981715
70,16.4,4.498888751680797,3.2,2.4819347291981715
71,16.8,4.214261501141095,3.2,2.4819347291981715
