,me_mean,me_std
0,0.2,0.4
1,0.6,0.48989794855663565
2,0.6,0.48989794855663565
3,0.6,0.48989794855663565
4,1.2,0.4
5,1.0,0.6324555320336759
6,0.8,0.7483314773547883
7,0.8,0.7483314773547883
8,1.0,0.0
9,1.0,0.0
10,1.0,0.8944271909999159
11,1.2,1.1661903789690602
12,1.2,1.1661903789690602
13,1.4,1.0198039027185568
14,1.8,1.1661903789690602
15,2.2,0.7483314773547882
16,2.2,0.9797958971132712
17,2.2,0.9797958971132712
18,2.0,0.8944271909999159
19,2.4,1.2
20,2.4,1.3564659966250536
21,2.6,1.4966629547095764
22,2.6,1.3564659966250538
23,2.8,2.039607805437114
24,3.0,2.0976176963403033
25,3.4,2.154065922853802
26,3.6,1.854723699099141
27,3.6,1.854723699099141
28,3.8,1.5999999999999999
29,3.6,1.8547236990991407
30,4.2,2.3151673805580453
31,4.6,2.1540659228538015
32,4.8,2.3151673805580453
33,4.8,2.3151673805580453
34,5.2,2.3151673805580453
35,5.0,2.6076809620810595
36,5.0,2.6076809620810595
37,5.2,2.4819347291981715
38,5.4,2.1540659228538015
39,5.4,2.1540659228538015
40,5.2,2.3151673805580453
41,5.4,2.4979991993593593
42,6.0,2.6076809620810595
43,6.0,2.6076809620810595
44,6.4,2.1540659228538015
45,6.6,2.0591260281974
46,6.8,2.039607805437114
47,6.8,1.9390719429665317
48,7.0,2.0976176963403033
49,7.2,1.7204650534085253
50,7.6,1.9595917942265424
51,7.8,1.6
52,8.0,1.7888543819998317
53,8.4,1.624807680927192
54,8.4,1.624807680927192
55,8.6,1.8547236990991407
56,8.6,2.244994432064365
57,8.8,2.4
58,9.0,2.6076809620810595
59,9.2,2.315167380558045
60,9.2,2.315167380558045
61,9.0,2.449489742783178
62,8.6,2.5768197453450252
63,8.8,2.7856776554368237
64,9.2,2.7856776554368237
65,9.2,2.7856776554368237
66,9.4,3.006659275674582
67,9.8,3.1874754901018454
68,10.0,2.8284271247461903
69,10.2,2.9933259094191533
70,10.2,2.7856776554368237
71,10.2,2.9257477676655586
72,10.6,2.65329983228432
73,11.0,2.756809750418044
74,11.0,2.756809750418044
75,11.4,2.65329983228432
76,11.8,2.9257477676655586
77,12.0,2.9664793948382653
78,12.2,3.249615361854384
79,12.6,3.4985711369071804
80,12.6,3.4985711369071804
81,12.8,3.8157568056677826
82,12.8,3.8157568056677826
83,12.8,3.8157568056677826
84,12.8,3.8157568056677826
85,12.8,4.166533331199932
86,13.0,4.1952353926806065
87,13.6,4.17612260356422
88,14.2,4.534313619501853
89,14.8,4.534313619501853
90,15.2,4.578209256903839
91,15.0,4.242640687119285
92,15.0,4.242640687119285
93,15.4,4.029888335921977
94,15.6,4.127953488110059
95,15.8,4.1182520563948
96,15.8,4.1182520563948
97,16.0,4.0
98,15.8,3.919183588453085
99,15.8,4.308131845707603
100,16.0,4.604345773288535
101,16.2,4.308131845707603
102,16.6,4.317406628984581
103,16.6,4.317406628984581
104,16.6,4.317406628984581
105,16.6,4.317406628984581
106,16.8,4.261455150532504
107,16.8,4.261455150532504
108,16.8,4.261455150532504
109,17.0,4.242640687119285
110,16.8,4.308131845707603
111,17.0,4.427188724235731
112,17.2,4.354308211415448
113,17.4,4.363484845854286
114,17.8,4.166533331199932
115,18.0,4.33589667773576
