,me_mean,me_std
0,0.0,0.6324555320336759
1,0.2,0.7483314773547883
2,0.4,0.8
3,0.8,0.7483314773547883
4,1.2,0.9797958971132713
5,2.0,1.2649110640673518
6,2.6,1.4966629547095764
7,2.6,1.4966629547095764
8,3.0,1.2649110640673518
9,2.6,1.4966629547095764
10,2.8,1.4696938456699067
11,3.0,2.0976176963403033
12,3.6,2.416609194718914
13,4.2,2.638181191654584
14,4.2,2.638181191654584
15,4.4,2.8
16,4.4,3.2619012860600183
17,4.6,3.3823069050575527
18,4.8,3.54400902933387
19,5.0,3.63318042491699
20,5.2,3.6551333764994136
21,5.4,3.7202150475476548
22,5.6,3.32264954516723
23,5.6,3.32264954516723
24,5.4,3.7202150475476548
25,5.2,3.6551333764994136
26,5.2,3.6551333764994136
27,5.2,3.6551333764994136
28,5.6,3.826225293941798
29,5.8,3.9698866482558417
30,6.0,4.09878030638384
31,6.2,4.166533331199932
32,6.2,4.166533331199932
33,6.2,4.166533331199932
34,6.6,3.9293765408777004
35,6.6,3.9293765408777004
36,6.8,3.9698866482558413
37,7.2,4.166533331199932
38,7.2,4.1182520563948
39,7.2,4.1182520563948
40,7.8,4.445222154178574
41,7.6,4.409081537009721
42,7.4,4.31740662898458
43,7.4,4.8
44,8.0,5.0990195135927845
45,8.2,5.230678732248808
46,8.6,5.425863986500215
47,9.0,5.0990195135927845
48,9.4,5.3516352641038605
49,9.2,5.268775948927796
50,9.6,5.462600113499065
51,10.0,5.0990195135927845
52,10.2,5.192301994298868
53,11.0,5.585696017507576
54,11.0,5.585696017507576
55,11.0,5.549774770204643
56,11.4,5.314132102234569
57,11.6,5.499090833947008
58,11.8,5.1146847410177685
59,11.8,5.1146847410177685
60,12.0,4.732863826479693
61,12.0,5.176871642217914
62,12.2,5.268775948927796
63,12.2,5.268775948927796
64,12.2,5.268775948927796
65,12.4,5.462600113499065
66,12.6,5.499090833947008
67,12.6,5.499090833947008
68,12.8,5.564171097297422
69,13.2,5.706137047074843
