game,0
check,False
check,False
check,False
check,False
game,1
check,False
check,False
check,False
check,False
check,False
check,False
check,False
check,False
check,False
game,2
check,False
check,False
check,False
check,False
check,False
check,False
check,False
game,3
check,False
check,False
check,False
check,False
check,False
check,False
check,False
check,False
check,False
check,False
check,False
game,4
check,True
check,False
check,False
check,False
game,5
check,True
check,False
check,False
check,False
check,False
check,False
check,False
game,6
check,False
check,False
check,False
check,False
check,False
check,False
game,7
check,False
check,False
check,False
check,False
check,False
check,False
check,False
check,False
check,False
check,False
check,False
game,8
check,False
check,False
check,False
check,False
check,False
check,False
check,False
check,False
check,False
check,False
game,9
check,True
check,False
check,False
check,True
check,False
game,10
check,True
check,True
check,False
game,11
check,True
check,False
check,True
check,False
check,False
check,True
check,False
game,12
check,True
check,True
check,False
check,False
check,True
check,False
check,True
game,13
check,False
check,False
check,False
check,False
check,False
check,False
check,False
check,False
game,14
check,True
check,False
check,False
check,False
check,False
game,15
check,True
check,True
check,False
check,False
game,16
check,True
check,False
check,False
check,False
check,True
game,17
check,False
check,False
check,False
check,False
check,False
game,18
check,False
check,False
check,False
check,False
check,False
check,False
check,False
check,False
check,False
check,False
check,False
game,19
check,False
check,False
check,False
check,False
check,False
check,False
check,False
check,False
game,20
check,False
check,False
check,True
check,True
check,False
check,False
check,False
check,False
game,21
check,False
check,False
check,True
check,True
check,False
check,False
check,False
check,False
game,22
check,False
check,True
check,False
check,False
game,23
check,True
check,False
check,False
check,False
check,False
check,False
check,False
check,False
game,24
check,True
check,False
check,False
check,False
game,25
check,True
check,True
check,True
check,True
check,True
check,False
game,26
check,True
check,False
check,False
check,False
check,False
check,False
check,True
check,True
game,27
check,True
check,False
check,False
check,False
check,False
check,False
check,False
check,False
check,False
game,28
check,True
check,False
check,True
check,True
check,True
check,True
check,False
check,True
game,29
check,False
check,False
check,False
check,True
check,True
check,False
check,False
check,False
check,False
check,False
check,False
check,False
game,30
check,False
check,True
check,False
check,False
check,False
check,False
check,False
check,False
check,False
check,False
game,31
check,True
check,False
check,False
check,False
check,False
check,False
check,True
game,32
check,False
check,False
check,False
check,False
check,False
check,False
check,False
check,False
check,False
check,False
game,33
check,False
check,True
check,True
check,False
check,False
check,False
check,False
check,False
check,False
game,34
check,False
check,False
check,True
check,False
check,False
check,False
check,False
check,False
check,False
check,False
game,35
check,False
check,True
check,False
check,False
check,False
check,False
check,False
check,False
game,36
check,False
game,37
check,True
check,True
check,False
check,False
