start time,1632908804.270823
winner,blue
game,93
iterations,18
times of actions,"[[0, 0.002001523971557617], [1, 0.16604018211364746], [0, 0.003783702850341797], [1, 0.26686787605285645], [0, 0.004999637603759766], [1, 0.34000515937805176], [0, 0.010000228881835938], [1, 0.5920045375823975], [0, 0.009959220886230469], [1, 0.6060037612915039], [0, 0.012961864471435547], [1, 0.6459558010101318], [0, 0.011967658996582031], [1, 0.46199655532836914], [0, 0.009999990463256836], [1, 0.393002986907959], [0, 0.009956598281860352], [1, 0.28012824058532715]]"
winner,blue
game,94
iterations,22
times of actions,"[[0, 0.002000570297241211], [1, 0.22186279296875], [0, 0.0049326419830322266], [1, 0.15099501609802246], [0, 0.004003286361694336], [1, 0.1719987392425537], [0, 0.0029993057250976562], [1, 0.3220021724700928], [0, 0.009036540985107422], [1, 0.5590031147003174], [0, 0.011006355285644531], [1, 0.39704203605651855], [0, 0.00400233268737793], [1, 0.3999969959259033], [0, 0.00400233268737793], [1, 0.5450389385223389], [0, 0.006002902984619141], [1, 0.4689977169036865], [0, 0.009999990463256836], [1, 0.4219992160797119], [0, 0.006001710891723633], [1, 0.2839984893798828]]"
winner,blue
game,95
iterations,26
times of actions,"[[0, 0.0030002593994140625], [1, 0.13103985786437988], [0, 0.004004955291748047], [1, 0.2110459804534912], [0, 0.005751132965087891], [1, 0.214003324508667], [0, 0.0050013065338134766], [1, 0.23700356483459473], [0, 0.00899958610534668], [1, 0.24600934982299805], [0, 0.009999752044677734], [1, 0.25899600982666016], [0, 0.006003379821777344], [1, 0.328998327255249], [0, 0.01000213623046875], [1, 0.5559999942779541], [0, 0.00700068473815918], [1, 0.3899989128112793], [0, 0.00400090217590332], [1, 0.3720412254333496], [0, 0.002999544143676758], [1, 0.4419984817504883], [0, 0.004999399185180664], [1, 0.26500749588012695], [0, 0.0039632320404052734], [1, 0.27499818801879883]]"
winner,blue
game,96
iterations,30
times of actions,"[[0, 0.0030069351196289062], [1, 0.12901067733764648], [0, 0.003000974655151367], [1, 0.21400022506713867], [0, 0.005789995193481445], [1, 0.1449601650238037], [0, 0.0039997100830078125], [1, 0.14599943161010742], [0, 0.004000186920166016], [1, 0.1679997444152832], [0, 0.005984067916870117], [1, 0.32604122161865234], [0, 0.0110015869140625], [1, 0.5600032806396484], [0, 0.009957551956176758], [1, 0.551999568939209], [0, 0.005998373031616211], [1, 0.5819804668426514], [0, 0.010001182556152344], [1, 0.6039986610412598], [0, 0.00695347785949707], [1, 0.5929925441741943], [0, 0.006001949310302734], [1, 0.6540637016296387], [0, 0.00599980354309082], [1, 0.5350055694580078], [0, 0.005962848663330078], [1, 0.5350432395935059], [0, 0.0059986114501953125], [1, 0.3270540237426758]]"
winner,blue
game,97
iterations,22
times of actions,"[[0, 0.0029997825622558594], [1, 0.14886689186096191], [0, 0.004001140594482422], [1, 0.16400432586669922], [0, 0.004000186920166016], [1, 0.16800212860107422], [0, 0.0060002803802490234], [1, 0.25800371170043945], [0, 0.0049991607666015625], [1, 0.2239987850189209], [0, 0.006001710891723633], [1, 0.6559996604919434], [0, 0.009998559951782227], [1, 0.6859958171844482], [0, 0.008997678756713867], [1, 0.6449987888336182], [0, 0.006000995635986328], [1, 0.4809994697570801], [0, 0.009000778198242188], [1, 0.41899943351745605], [0, 0.008999824523925781], [1, 0.2930014133453369]]"
winner,blue
game,98
iterations,22
times of actions,"[[0, 0.0031909942626953125], [1, 0.12900042533874512], [0, 0.004000663757324219], [1, 0.14503765106201172], [0, 0.0029993057250976562], [1, 0.1439981460571289], [0, 0.004000663757324219], [1, 0.14499926567077637], [0, 0.004000663757324219], [1, 0.16789698600769043], [0, 0.005999565124511719], [1, 0.21599364280700684], [0, 0.004004001617431641], [1, 0.5772812366485596], [0, 0.011008501052856445], [1, 0.6371688842773438], [0, 0.009960651397705078], [1, 0.4439995288848877], [0, 0.00700068473815918], [1, 0.47299909591674805], [0, 0.0039632320404052734], [1, 0.3200051784515381]]"
winner,blue
game,99
iterations,28
times of actions,"[[0, 0.0019965171813964844], [1, 0.16499924659729004], [0, 0.004002571105957031], [1, 0.18199944496154785], [0, 0.004001617431640625], [1, 0.21804237365722656], [0, 0.005999326705932617], [1, 0.565997838973999], [0, 0.010020732879638672], [1, 0.5359995365142822], [0, 0.011001110076904297], [1, 0.5689995288848877], [0, 0.004999876022338867], [1, 0.3980400562286377], [0, 0.00599980354309082], [1, 0.39299821853637695], [0, 0.005999088287353516], [1, 0.5509989261627197], [0, 0.009998559951782227], [1, 0.5430543422698975], [0, 0.006001472473144531], [1, 0.38404226303100586], [0, 0.00400233268737793], [1, 0.27099609375], [0, 0.004961967468261719], [1, 0.32199621200561523], [0, 0.004999637603759766], [1, 0.28404903411865234]]"
winner,blue
game,100
iterations,22
times of actions,"[[0, 0.005001068115234375], [1, 0.23099827766418457], [0, 0.004999637603759766], [1, 0.2520003318786621], [0, 0.0049991607666015625], [1, 0.26199865341186523], [0, 0.0060007572174072266], [1, 0.31104111671447754], [0, 0.0060384273529052734], [1, 0.42713403701782227], [0, 0.010998249053955078], [1, 0.6089978218078613], [0, 0.010999679565429688], [1, 0.6099972724914551], [0, 0.011002302169799805], [1, 0.534998893737793], [0, 0.009999752044677734], [1, 0.4519989490509033], [0, 0.009999513626098633], [1, 0.406998872756958], [0, 0.009998083114624023], [1, 0.1920030117034912]]"
winner,blue
game,101
iterations,8
times of actions,"[[0, 0.002999544143676758], [1, 0.2720043659210205], [0, 0.01000070571899414], [1, 0.25899839401245117], [0, 0.011000871658325195], [1, 0.2559988498687744], [0, 0.009999990463256836], [1, 0.3070032596588135], [0, 0.005997657775878906]]"
winner,none
game,102
iterations,20
times of actions,"[[0, 0.0031070709228515625], [1, 0.25800156593322754], [0, 0.010002613067626953], [1, 0.2540004253387451], [0, 0.0060040950775146484], [1, 0.274005651473999], [0, 0.009961128234863281], [1, 0.354999303817749], [0, 0.0060007572174072266], [1, 0.6060035228729248], [0, 0.011000871658325195], [1, 0.675023078918457], [0, 0.009898900985717773], [1, 0.5749273300170898], [0, 0.010004520416259766], [1, 0.47099757194519043], [0, 0.010053634643554688], [1, 0.4192054271697998], [0, 0.007000923156738281], [1, 0.29199886322021484]]"
winner,blue
game,103
iterations,24
times of actions,"[[0, 0.005002498626708984], [1, 0.22600340843200684], [0, 0.01005244255065918], [1, 0.23400044441223145], [0, 0.009997844696044922], [1, 0.2400047779083252], [0, 0.010002851486206055], [1, 0.165999174118042], [0, 0.005732297897338867], [1, 0.1699998378753662], [0, 0.003999471664428711], [1, 0.317990779876709], [0, 0.008999109268188477], [1, 0.5679931640625], [0, 0.010000944137573242], [1, 0.4859955310821533], [0, 0.0059909820556640625], [1, 0.4449927806854248], [0, 0.005999088287353516], [1, 0.3770420551300049], [0, 0.005999565124511719], [1, 0.299999475479126], [0, 0.003999471664428711], [1, 0.26799893379211426]]"
winner,blue
game,104
iterations,20
times of actions,"[[0, 0.0030012130737304688], [1, 0.24100422859191895], [0, 0.004999637603759766], [1, 0.24900245666503906], [0, 0.00500178337097168], [1, 0.17000055313110352], [0, 0.006000995635986328], [1, 0.33099937438964844], [0, 0.009999990463256836], [1, 0.6500370502471924], [0, 0.010999917984008789], [1, 0.4869964122772217], [0, 0.006966590881347656], [1, 0.58500075340271], [0, 0.004965543746948242], [1, 0.3569979667663574], [0, 0.005999326705932617], [1, 0.4220445156097412], [0, 0.00999903678894043], [1, 0.3019990921020508]]"
winner,blue
game,105
iterations,22
times of actions,"[[0, 0.0029706954956054688], [1, 0.24800896644592285], [0, 0.00981450080871582], [1, 0.2550044059753418], [0, 0.0060007572174072266], [1, 0.25699543952941895], [0, 0.005000591278076172], [1, 0.26999807357788086], [0, 0.004998683929443359], [1, 0.3399949073791504], [0, 0.009999513626098633], [1, 0.5580360889434814], [0, 0.009999752044677734], [1, 0.5650036334991455], [0, 0.0060384273529052734], [1, 0.5309967994689941], [0, 0.006000041961669922], [1, 0.3019988536834717], [0, 0.0039997100830078125], [1, 0.39699745178222656], [0, 0.010002374649047852], [1, 0.18999910354614258]]"
winner,blue
game,106
iterations,17
times of actions,"[[0, 0.0020012855529785156], [1, 0.1650090217590332], [0, 0.007002592086791992], [1, 0.26599907875061035], [0, 0.010002613067626953], [1, 0.3379995822906494], [0, 0.01000070571899414], [1, 0.642000675201416], [0, 0.009984970092773438], [1, 0.5599989891052246], [0, 0.011000633239746094], [1, 0.6640031337738037], [0, 0.0069997310638427734], [1, 0.6490466594696045], [0, 0.004999399185180664], [1, 0.6870265007019043], [0, 0.005948543548583984], [1, 0.7159988880157471]]"
winner,none
game,107
iterations,18
times of actions,"[[0, 0.0029969215393066406], [1, 0.24899554252624512], [0, 0.006000995635986328], [1, 0.26900482177734375], [0, 0.01000070571899414], [1, 0.3270437717437744], [0, 0.009999990463256836], [1, 0.6499981880187988], [0, 0.009999990463256836], [1, 0.4719979763031006], [0, 0.007006406784057617], [1, 0.6400468349456787], [0, 0.010999917984008789], [1, 0.4799985885620117], [0, 0.006000041961669922], [1, 0.40799927711486816], [0, 0.010001420974731445], [1, 0.30099916458129883]]"
winner,blue
game,108
iterations,46
times of actions,"[[0, 0.0030031204223632812], [1, 0.25301599502563477], [0, 0.003983736038208008], [1, 0.2580409049987793], [0, 0.009041309356689453], [1, 0.2870039939880371], [0, 0.01096653938293457], [1, 0.36596202850341797], [0, 0.013998270034790039], [1, 0.35599803924560547], [0, 0.010997533798217773], [1, 0.32603979110717773], [0, 0.010999679565429688], [1, 0.5620400905609131], [0, 0.014999866485595703], [1, 0.5369994640350342], [0, 0.015999794006347656], [1, 0.5089991092681885], [0, 0.009003877639770508], [1, 0.23399996757507324], [0, 0.006000041961669922], [1, 0.4109976291656494], [0, 0.009999513626098633], [1, 0.6209995746612549], [0, 0.005999326705932617], [1, 0.47899889945983887], [0, 0.003997087478637695], [1, 0.3969838619232178], [0, 0.0030002593994140625], [1, 0.5629990100860596], [0, 0.005001544952392578], [1, 0.5619990825653076], [0, 0.004998445510864258], [1, 0.5862720012664795], [0, 0.009998559951782227], [1, 0.5945706367492676], [0, 0.006001472473144531], [1, 0.6630001068115234], [0, 0.00600123405456543], [1, 0.6180002689361572], [0, 0.006002187728881836], [1, 0.5750000476837158], [0, 0.004999399185180664], [1, 0.5660200119018555], [0, 0.004957437515258789], [1, 0.5850002765655518], [0, 0.005961418151855469]]"
winner,none
game,109
iterations,18
times of actions,"[[0, 0.0029761791229248047], [1, 0.2630021572113037], [0, 0.005001068115234375], [1, 0.2909984588623047], [0, 0.0110015869140625], [1, 0.3479914665222168], [0, 0.010000467300415039], [1, 0.6020004749298096], [0, 0.011005163192749023], [1, 0.6080026626586914], [0, 0.009979486465454102], [1, 0.5749669075012207], [0, 0.012003660202026367], [1, 0.4830026626586914], [0, 0.004999399185180664], [1, 0.4329986572265625], [0, 0.008944511413574219], [1, 0.29599952697753906]]"
winner,blue
game,110
iterations,34
times of actions,"[[0, 0.002964496612548828], [1, 0.19600701332092285], [0, 0.00599980354309082], [1, 0.2200002670288086], [0, 0.006001949310302734], [1, 0.2310035228729248], [0, 0.006000041961669922], [1, 0.2410421371459961], [0, 0.00599980354309082], [1, 0.31699681282043457], [0, 0.013000011444091797], [1, 0.42902469635009766], [0, 0.012000083923339844], [1, 0.6340405941009521], [0, 0.011000633239746094], [1, 0.6650552749633789], [0, 0.009961843490600586], [1, 0.6040291786193848], [0, 0.012000083923339844], [1, 0.5990462303161621], [0, 0.009999513626098633], [1, 0.6079988479614258], [0, 0.01200103759765625], [1, 0.6020011901855469], [0, 0.0069921016693115234], [1, 0.6739985942840576], [0, 0.005000591278076172], [1, 0.6029999256134033], [0, 0.0050008296966552734], [1, 0.5920600891113281], [0, 0.010000944137573242], [1, 0.5830032825469971], [0, 0.0050008296966552734], [1, 0.5130035877227783]]"
winner,blue
game,111
iterations,18
times of actions,"[[0, 0.0029964447021484375], [1, 0.25981712341308594], [0, 0.0060002803802490234], [1, 0.2869999408721924], [0, 0.009987115859985352], [1, 0.34804344177246094], [0, 0.010036945343017578], [1, 0.6600348949432373], [0, 0.011000871658325195], [1, 0.5790035724639893], [0, 0.01099538803100586], [1, 0.5579991340637207], [0, 0.011002779006958008], [1, 0.5690042972564697], [0, 0.010007381439208984], [1, 0.6550419330596924], [0, 0.007002353668212891], [1, 0.6499969959259033], [0, 0.0060007572174072266]]"
winner,none
game,112
iterations,16
times of actions,"[[0, 0.003002166748046875], [1, 0.39999842643737793], [0, 0.012001514434814453], [1, 0.633044958114624], [0, 0.0110015869140625], [1, 0.5999586582183838], [0, 0.004999399185180664], [1, 0.5960543155670166], [0, 0.00600123405456543], [1, 0.5310006141662598], [0, 0.009999990463256836], [1, 0.31395769119262695], [0, 0.004999637603759766], [1, 0.31999945640563965], [0, 0.003998279571533203], [1, 0.23799848556518555]]"
winner,blue
game,113
iterations,28
times of actions,"[[0, 0.0040035247802734375], [1, 0.2949981689453125], [0, 0.005967617034912109], [1, 0.28600215911865234], [0, 0.011001825332641602], [1, 0.3300020694732666], [0, 0.009999513626098633], [1, 0.40799999237060547], [0, 0.006000518798828125], [1, 0.5599994659423828], [0, 0.010000944137573242], [1, 0.5600550174713135], [0, 0.010988712310791016], [1, 0.5410006046295166], [0, 0.006002664566040039], [1, 0.3749988079071045], [0, 0.004000425338745117], [1, 0.3960409164428711], [0, 0.004001140594482422], [1, 0.5470035076141357], [0, 0.004999399185180664], [1, 0.37600159645080566], [0, 0.003999233245849609], [1, 0.4000425338745117], [0, 0.005999088287353516], [1, 0.321042537689209], [0, 0.009000778198242188], [1, 0.2779984474182129]]"
winner,blue
game,114
iterations,36
times of actions,"[[0, 0.0029587745666503906], [1, 0.13599753379821777], [0, 0.0049762725830078125], [1, 0.143998384475708], [0, 0.003999948501586914], [1, 0.14799880981445312], [0, 0.0029997825622558594], [1, 0.16099834442138672], [0, 0.00400090217590332], [1, 0.24000024795532227], [0, 0.009999513626098633], [1, 0.16900038719177246], [0, 0.007000446319580078], [1, 0.19879364967346191], [0, 0.0040013790130615234], [1, 0.5349986553192139], [0, 0.009998321533203125], [1, 0.5750410556793213], [0, 0.01200246810913086], [1, 0.5360875129699707], [0, 0.011002779006958008], [1, 0.5683815479278564], [0, 0.005960702896118164], [1, 0.4080393314361572], [0, 0.003999471664428711], [1, 0.3930025100708008], [0, 0.00400090217590332], [1, 0.5490596294403076], [0, 0.004918336868286133], [1, 0.5550014972686768], [0, 0.004999637603759766], [1, 0.39600157737731934], [0, 0.005000591278076172], [1, 0.3449990749359131], [0, 0.008944988250732422], [1, 0.18799924850463867]]"
winner,blue
game,115
iterations,20
times of actions,"[[0, 0.002998828887939453], [1, 0.24599862098693848], [0, 0.0049991607666015625], [1, 0.2649977207183838], [0, 0.01098489761352539], [1, 0.32199835777282715], [0, 0.008998870849609375], [1, 0.5530028343200684], [0, 0.009999275207519531], [1, 0.5549993515014648], [0, 0.01003718376159668], [1, 0.62969970703125], [0, 0.011961221694946289], [1, 0.720043420791626], [0, 0.005999088287353516], [1, 0.5979986190795898], [0, 0.010000228881835938], [1, 0.4829990863800049], [0, 0.009999513626098633], [1, 0.46500325202941895]]"
winner,blue
game,116
iterations,34
times of actions,"[[0, 0.005975484848022461], [1, 0.2010045051574707], [0, 0.0070002079010009766], [1, 0.2199995517730713], [0, 0.004929780960083008], [1, 0.22199416160583496], [0, 0.008998394012451172], [1, 0.14899969100952148], [0, 0.006000518798828125], [1, 0.10399866104125977], [0, 0.0029997825622558594], [1, 0.19900012016296387], [0, 0.003998994827270508], [1, 0.5299913883209229], [0, 0.009999752044677734], [1, 0.3690030574798584], [0, 0.0039997100830078125], [1, 0.2649989128112793], [0, 0.0029990673065185547], [1, 0.37399959564208984], [0, 0.005999326705932617], [1, 0.4009974002838135], [0, 0.006999969482421875], [1, 0.36299777030944824], [0, 0.003999471664428711], [1, 0.5170409679412842], [0, 0.009999275207519531], [1, 0.3449993133544922], [0, 0.0069997310638427734], [1, 0.37599945068359375], [0, 0.008999109268188477], [1, 0.2320411205291748], [0, 0.006000041961669922], [1, 0.26199793815612793]]"
winner,blue
game,117
iterations,18
times of actions,"[[0, 0.002961397171020508], [1, 0.22499823570251465], [0, 0.004957914352416992], [1, 0.25000858306884766], [0, 0.005745649337768555], [1, 0.26003170013427734], [0, 0.004999637603759766], [1, 0.30100202560424805], [0, 0.0049991607666015625], [1, 0.5599555969238281], [0, 0.01600027084350586], [1, 0.5480000972747803], [0, 0.01500082015991211], [1, 0.5210413932800293], [0, 0.014999151229858398], [1, 0.5049991607666016], [0, 0.007999181747436523], [1, 0.479999303817749], [0, 0.007999181747436523]]"
winner,none
game,118
iterations,17
times of actions,"[[0, 0.0020003318786621094], [1, 0.23104119300842285], [0, 0.00500035285949707], [1, 0.15999984741210938], [0, 0.003000497817993164], [1, 0.1620006561279297], [0, 0.004000663757324219], [1, 0.2539987564086914], [0, 0.00999903678894043], [1, 0.3460426330566406], [0, 0.011001348495483398], [1, 0.5919816493988037], [0, 0.010999917984008789], [1, 0.6508772373199463], [0, 0.009997844696044922], [1, 0.5690431594848633], [0, 0.01100301742553711], [1, 0.6189999580383301]]"
winner,none
game,119
iterations,15
times of actions,"[[0, 0.0029993057250976562], [1, 0.2827115058898926], [0, 0.0069615840911865234], [1, 0.39790797233581543], [0, 0.01205587387084961], [1, 0.6230018138885498], [0, 0.009998559951782227], [1, 0.6611521244049072], [0, 0.011002302169799805], [1, 0.6339988708496094], [0, 0.009980440139770508], [1, 0.5736351013183594], [0, 0.011000633239746094], [1, 0.5839977264404297], [0, 0.00999903678894043], [1, 0.593041181564331]]"
winner,none
game,120
iterations,26
times of actions,"[[0, 0.0029540061950683594], [1, 0.19400382041931152], [0, 0.005002737045288086], [1, 0.2170579433441162], [0, 0.010000228881835938], [1, 0.22588729858398438], [0, 0.004999399185180664], [1, 0.2539987564086914], [0, 0.008999347686767578], [1, 0.27500414848327637], [0, 0.010999441146850586], [1, 0.28200244903564453], [0, 0.009999752044677734], [1, 0.3509981632232666], [0, 0.011001348495483398], [1, 0.6159989833831787], [0, 0.009999752044677734], [1, 0.596998929977417], [0, 0.009998559951782227], [1, 0.5499939918518066], [0, 0.009999752044677734], [1, 0.4660000801086426], [0, 0.01000070571899414], [1, 0.42099976539611816], [0, 0.009958744049072266], [1, 0.299999475479126]]"
winner,blue
game,121
iterations,18
times of actions,"[[0, 0.005964994430541992], [1, 0.2490067481994629], [0, 0.01104283332824707], [1, 0.25500035285949707], [0, 0.011002779006958008], [1, 0.2200005054473877], [0, 0.00599980354309082], [1, 0.40700197219848633], [0, 0.005999326705932617], [1, 0.471998929977417], [0, 0.00599980354309082], [1, 0.47899389266967773], [0, 0.006000041961669922], [1, 0.4249989986419678], [0, 0.005999565124511719], [1, 0.5710039138793945], [0, 0.007006406784057617], [1, 0.29697442054748535]]"
winner,blue
game,122
iterations,16
times of actions,"[[0, 0.0030024051666259766], [1, 0.18000340461730957], [0, 0.0039501190185546875], [1, 0.22004342079162598], [0, 0.003977060317993164], [1, 0.5709295272827148], [0, 0.004961490631103516], [1, 0.5988469123840332], [0, 0.009992361068725586], [1, 0.5669667720794678], [0, 0.006036520004272461], [1, 0.5329642295837402], [0, 0.013030052185058594], [1, 0.5220370292663574], [0, 0.007955312728881836], [1, 0.31999754905700684]]"
winner,blue
game,123
iterations,18
times of actions,"[[0, 0.0029969215393066406], [1, 0.26499462127685547], [0, 0.00999593734741211], [1, 0.2859916687011719], [0, 0.010960578918457031], [1, 0.32895803451538086], [0, 0.004998922348022461], [1, 0.5660369396209717], [0, 0.00899362564086914], [1, 0.5659945011138916], [0, 0.004995584487915039], [1, 0.38400769233703613], [0, 0.004027605056762695], [1, 0.44996070861816406], [0, 0.005959033966064453], [1, 0.4250047206878662], [0, 0.005000114440917969], [1, 0.2980027198791504]]"
winner,blue
game,124
iterations,21
times of actions,"[[0, 0.0020017623901367188], [1, 0.14499902725219727], [0, 0.003997325897216797], [1, 0.16201472282409668], [0, 0.0057795047760009766], [1, 0.16474223136901855], [0, 0.004947662353515625], [1, 0.1600043773651123], [0, 0.006951093673706055], [1, 0.16898870468139648], [0, 0.006963253021240234], [1, 0.21603178977966309], [0, 0.004997968673706055], [1, 0.571967363357544], [0, 0.010977506637573242], [1, 0.6379702091217041], [0, 0.010034322738647461], [1, 0.6409590244293213], [0, 0.009954452514648438], [1, 0.5749719142913818], [0, 0.009952068328857422], [1, 0.5920000076293945]]"
winner,none
game,125
iterations,20
times of actions,"[[0, 0.005998849868774414], [1, 0.14403533935546875], [0, 0.005996227264404297], [1, 0.24196434020996094], [0, 0.00999760627746582], [1, 0.24300622940063477], [0, 0.0059964656829833984], [1, 0.1730334758758545], [0, 0.005944013595581055], [1, 0.21601653099060059], [0, 0.005997657775878906], [1, 0.5740013122558594], [0, 0.010991811752319336], [1, 0.6499664783477783], [0, 0.011002302169799805], [1, 0.4519944190979004], [0, 0.00596165657043457], [1, 0.3790011405944824], [0, 0.010000467300415039], [1, 0.46303701400756836]]"
winner,blue
game,126
iterations,20
times of actions,"[[0, 0.002973318099975586], [1, 0.2490546703338623], [0, 0.004990577697753906], [1, 0.2619609832763672], [0, 0.004956245422363281], [1, 0.32503795623779297], [0, 0.005998134613037109], [1, 0.24100542068481445], [0, 0.00596165657043457], [1, 0.6790866851806641], [0, 0.010103702545166016], [1, 0.47644972801208496], [0, 0.0059833526611328125], [1, 0.7389636039733887], [0, 0.014011144638061523], [1, 0.49803948402404785], [0, 0.006991386413574219], [1, 0.31000494956970215], [0, 0.00504755973815918], [1, 0.3060007095336914]]"
winner,blue
game,127
iterations,20
times of actions,"[[0, 0.0030002593994140625], [1, 0.16799378395080566], [0, 0.0037958621978759766], [1, 0.3239881992340088], [0, 0.010000944137573242], [1, 0.5419776439666748], [0, 0.009964466094970703], [1, 0.3740391731262207], [0, 0.006035804748535156], [1, 0.5319607257843018], [0, 0.010053157806396484], [1, 0.35500335693359375], [0, 0.006045103073120117], [1, 0.45304012298583984], [0, 0.004992961883544922], [1, 0.2740340232849121], [0, 0.004004955291748047], [1, 0.24405503273010254], [0, 0.003988742828369141], [1, 0.2729935646057129]]"
winner,blue
game,128
iterations,22
times of actions,"[[0, 0.0019643306732177734], [1, 0.14299964904785156], [0, 0.005004167556762695], [1, 0.23200273513793945], [0, 0.010017156600952148], [1, 0.2509939670562744], [0, 0.00997304916381836], [1, 0.255002498626709], [0, 0.006018877029418945], [1, 0.270003080368042], [0, 0.010862588882446289], [1, 0.36101675033569336], [0, 0.010901927947998047], [1, 0.6809957027435303], [0, 0.009999752044677734], [1, 0.6800463199615479], [0, 0.010042905807495117], [1, 0.5690128803253174], [0, 0.010004997253417969], [1, 0.5550005435943604], [0, 0.005000114440917969], [1, 0.5089981555938721]]"
winner,blue
game,129
iterations,13
times of actions,"[[0, 0.00299835205078125], [1, 0.2827010154724121], [0, 0.010015249252319336], [1, 0.32924866676330566], [0, 0.010913372039794922], [1, 0.5709922313690186], [0, 0.00999903678894043], [1, 0.6440033912658691], [0, 0.010000944137573242], [1, 0.646003246307373], [0, 0.010999441146850586], [1, 0.5739977359771729], [0, 0.010001659393310547], [1, 0.597999095916748]]"
winner,none
game,130
iterations,20
times of actions,"[[0, 0.004999399185180664], [1, 0.25304222106933594], [0, 0.006000041961669922], [1, 0.2680034637451172], [0, 0.005999088287353516], [1, 0.2878735065460205], [0, 0.010000228881835938], [1, 0.3500080108642578], [0, 0.004961490631103516], [1, 0.6510782241821289], [0, 0.01100778579711914], [1, 0.7080028057098389], [0, 0.00800323486328125], [1, 0.5829989910125732], [0, 0.009999752044677734], [1, 0.47099947929382324], [0, 0.0049991607666015625], [1, 0.417999267578125], [0, 0.004999399185180664], [1, 0.28999781608581543]]"
winner,blue
game,131
iterations,14
times of actions,"[[0, 0.0020017623901367188], [1, 0.169050931930542], [0, 0.004003047943115234], [1, 0.3269953727722168], [0, 0.008999824523925781], [1, 0.5649995803833008], [0, 0.01099848747253418], [1, 0.5600001811981201], [0, 0.009999275207519531], [1, 0.56600022315979], [0, 0.00600123405456543], [1, 0.542003870010376], [0, 0.010000467300415039], [1, 0.4889986515045166]]"
winner,blue
game,132
iterations,24
times of actions,"[[0, 0.0030002593994140625], [1, 0.1467282772064209], [0, 0.0050008296966552734], [1, 0.23103857040405273], [0, 0.00997471809387207], [1, 0.2539999485015869], [0, 0.010000228881835938], [1, 0.2590017318725586], [0, 0.010964155197143555], [1, 0.26799917221069336], [0, 0.00500035285949707], [1, 0.33499979972839355], [0, 0.009989261627197266], [1, 0.5689990520477295], [0, 0.004998922348022461], [1, 0.5780014991760254], [0, 0.0050013065338134766], [1, 0.5559992790222168], [0, 0.005000114440917969], [1, 0.4670226573944092], [0, 0.004999637603759766], [1, 0.4169952869415283], [0, 0.004999399185180664], [1, 0.30204176902770996]]"
winner,blue
game,133
iterations,20
times of actions,"[[0, 0.004932880401611328], [1, 0.34106898307800293], [0, 0.009999275207519531], [1, 0.5679879188537598], [0, 0.005934238433837891], [1, 0.397996187210083], [0, 0.006995439529418945], [1, 0.40199995040893555], [0, 0.004004478454589844], [1, 0.4070403575897217], [0, 0.003998994827270508], [1, 0.3850390911102295], [0, 0.00404810905456543], [1, 0.4799981117248535], [0, 0.010998725891113281], [1, 0.4490063190460205], [0, 0.00599360466003418], [1, 0.36800146102905273], [0, 0.004957437515258789], [1, 0.30005455017089844]]"
winner,blue
game,134
iterations,20
times of actions,"[[0, 0.0029926300048828125], [1, 0.2510194778442383], [0, 0.010960102081298828], [1, 0.2730433940887451], [0, 0.011959552764892578], [1, 0.30805134773254395], [0, 0.01299142837524414], [1, 0.3770275115966797], [0, 0.010993003845214844], [1, 0.6080048084259033], [0, 0.010037899017333984], [1, 0.5950021743774414], [0, 0.011010169982910156], [1, 0.5850417613983154], [0, 0.009998559951782227], [1, 0.4650001525878906], [0, 0.011050701141357422], [1, 0.40000367164611816], [0, 0.010048151016235352], [1, 0.2790076732635498]]"
winner,blue
game,135
iterations,13
times of actions,"[[0, 0.003557443618774414], [1, 0.22704172134399414], [0, 0.004964351654052734], [1, 0.23400425910949707], [0, 0.008997917175292969], [1, 0.27201318740844727], [0, 0.0064051151275634766], [1, 0.3426389694213867], [0, 0.0090484619140625], [1, 0.5803673267364502], [0, 0.009999513626098633], [1, 0.5999906063079834], [0, 0.010001659393310547], [1, 0.5700109004974365]]"
winner,none
game,136
iterations,26
times of actions,"[[0, 0.002001523971557617], [1, 0.15001177787780762], [0, 0.003997802734375], [1, 0.16405773162841797], [0, 0.003999471664428711], [1, 0.2574460506439209], [0, 0.009038925170898438], [1, 0.34006428718566895], [0, 0.010051965713500977], [1, 0.5909934043884277], [0, 0.0059621334075927734], [1, 0.5929977893829346], [0, 0.005002021789550781], [1, 0.5899648666381836], [0, 0.004975080490112305], [1, 0.5969922542572021], [0, 0.004992008209228516], [1, 0.5709960460662842], [0, 0.005955696105957031], [1, 0.506995439529419], [0, 0.004999637603759766], [1, 0.4370081424713135], [0, 0.009966135025024414], [1, 0.33794569969177246], [0, 0.0060007572174072266], [1, 0.2830028533935547]]"
winner,blue
game,137
iterations,14
times of actions,"[[0, 0.0030052661895751953], [1, 0.2909970283508301], [0, 0.010003328323364258], [1, 0.34996628761291504], [0, 0.013995647430419922], [1, 0.6749844551086426], [0, 0.010965347290039062], [1, 0.7019617557525635], [0, 0.010998249053955078], [1, 0.6179616451263428], [0, 0.010966777801513672], [1, 0.7581460475921631], [0, 0.006003618240356445], [1, 0.6020402908325195]]"
winner,blue
game,138
iterations,14
