start time,1632908804.270823
winner,none
game,312
iterations,24
times of actions,"[[0, 0.0060122013092041016], [1, 0.20999908447265625], [0, 0.00600123405456543], [1, 0.24500060081481934], [0, 0.009982109069824219], [1, 0.24834060668945312], [0, 0.009999990463256836], [1, 0.25952672958374023], [0, 0.011002063751220703], [1, 0.2670001983642578], [0, 0.009998559951782227], [1, 0.393890380859375], [0, 0.01300501823425293], [1, 0.7670516967773438], [0, 0.010906457901000977], [1, 0.48303890228271484], [0, 0.005997419357299805], [1, 0.3940393924713135], [0, 0.007101297378540039], [1, 0.4439990520477295], [0, 0.007004499435424805], [1, 0.3100016117095947], [0, 0.005959987640380859], [1, 0.3090028762817383]]"
winner,blue
game,313
iterations,11
times of actions,"[[0, 0.0029540061950683594], [1, 0.23342227935791016], [0, 0.006003618240356445], [1, 0.30100011825561523], [0, 0.005980730056762695], [1, 0.5169961452484131], [0, 0.006998777389526367], [1, 0.5210568904876709], [0, 0.008732795715332031], [1, 0.4869990348815918], [0, 0.007999897003173828], [1, 0.32517433166503906]]"
winner,none
game,314
iterations,17
times of actions,"[[0, 0.0030028820037841797], [1, 0.2335069179534912], [0, 0.01000070571899414], [1, 0.2237997055053711], [0, 0.009999275207519531], [1, 0.24100422859191895], [0, 0.009999513626098633], [1, 0.27500343322753906], [0, 0.01000070571899414], [1, 0.3389925956726074], [0, 0.009999990463256836], [1, 0.6900002956390381], [0, 0.010001897811889648], [1, 0.5790390968322754], [0, 0.010000467300415039], [1, 0.5609979629516602], [0, 0.010000467300415039], [1, 0.5870041847229004]]"
winner,none
game,315
iterations,13
times of actions,"[[0, 0.0029993057250976562], [1, 0.2559990882873535], [0, 0.009928703308105469], [1, 0.28200411796569824], [0, 0.011000871658325195], [1, 0.3390071392059326], [0, 0.01100301742553711], [1, 0.5759994983673096], [0, 0.009999513626098633], [1, 0.5869944095611572], [0, 0.010001182556152344], [1, 0.5850002765655518], [0, 0.009998559951782227], [1, 0.6030046939849854]]"
winner,none
game,316
iterations,56
times of actions,"[[0, 0.005994319915771484], [1, 0.30899930000305176], [0, 0.011002540588378906], [1, 0.5225574970245361], [0, 0.01599884033203125], [1, 0.5453057289123535], [0, 0.016000986099243164], [1, 0.5183937549591064], [0, 0.016002893447875977], [1, 0.5130300521850586], [0, 0.01600170135498047], [1, 0.5840034484863281], [0, 0.01999497413635254], [1, 0.5919978618621826], [0, 0.017001867294311523], [1, 0.4839925765991211], [0, 0.01600027084350586], [1, 0.5469155311584473], [0, 0.014998435974121094], [1, 0.5230677127838135], [0, 0.01600193977355957], [1, 0.5280425548553467], [0, 0.016002655029296875], [1, 0.4600398540496826], [0, 0.011962890625], [1, 0.4230005741119385], [0, 0.014961481094360352], [1, 0.4700446128845215], [0, 0.007001638412475586], [1, 0.7300441265106201], [0, 0.006000995635986328], [1, 0.7160415649414062], [0, 0.00699925422668457], [1, 0.645056962966919], [0, 0.00500035285949707], [1, 0.6060044765472412], [0, 0.006001472473144531], [1, 0.6069982051849365], [0, 0.0049571990966796875], [1, 0.6010401248931885], [0, 0.004960775375366211], [1, 0.5950005054473877], [0, 0.0060040950775146484], [1, 0.5989990234375], [0, 0.0050029754638671875], [1, 0.5699999332427979], [0, 0.009000062942504883], [1, 0.39400458335876465], [0, 0.00700068473815918], [1, 0.5300395488739014], [0, 0.0060007572174072266], [1, 0.4440042972564697], [0, 0.0050008296966552734], [1, 0.3950016498565674], [0, 0.010000467300415039], [1, 0.29200005531311035]]"
winner,blue
game,317
iterations,6
times of actions,"[[0, 0.0029723644256591797], [1, 0.23099994659423828], [0, 0.00500035285949707], [1, 0.2720046043395996], [0, 0.006001710891723633], [1, 0.23499608039855957], [0, 0.005059957504272461]]"
winner,none
game,318
iterations,24
times of actions,"[[0, 0.003282785415649414], [1, 0.20099902153015137], [0, 0.0060002803802490234], [1, 0.21700072288513184], [0, 0.008999347686767578], [1, 0.21799755096435547], [0, 0.0049991607666015625], [1, 0.21698689460754395], [0, 0.010001420974731445], [1, 0.26398563385009766], [0, 0.00599980354309082], [1, 0.3229990005493164], [0, 0.008999109268188477], [1, 0.677006721496582], [0, 0.011965513229370117], [1, 0.5929653644561768], [0, 0.006994962692260742], [1, 0.4219973087310791], [0, 0.006036043167114258], [1, 0.43700218200683594], [0, 0.008002519607543945], [1, 0.3009989261627197], [0, 0.005961179733276367], [1, 0.29999756813049316]]"
winner,blue
game,319
iterations,18
times of actions,"[[0, 0.001998424530029297], [1, 0.16404151916503906], [0, 0.007002592086791992], [1, 0.16899919509887695], [0, 0.005998373031616211], [1, 0.324998140335083], [0, 0.008999109268188477], [1, 0.6450426578521729], [0, 0.01095128059387207], [1, 0.47005438804626465], [0, 0.005999326705932617], [1, 0.6380026340484619], [0, 0.011041641235351562], [1, 0.4300060272216797], [0, 0.005999565124511719], [1, 0.5840034484863281], [0, 0.009981870651245117], [1, 0.30805397033691406]]"
winner,blue
game,320
iterations,12
times of actions,"[[0, 0.002730846405029297], [1, 0.14700055122375488], [0, 0.00599980354309082], [1, 0.2457282543182373], [0, 0.011002779006958008], [1, 0.2713925838470459], [0, 0.011000633239746094], [1, 0.2219986915588379], [0, 0.00700068473815918], [1, 0.48799896240234375], [0, 0.0060007572174072266], [1, 0.40200090408325195], [0, 0.0060002803802490234]]"
winner,none
game,321
iterations,56
times of actions,"[[0, 0.002000570297241211], [1, 0.1951158046722412], [0, 0.006002664566040039], [1, 0.2175731658935547], [0, 0.008999109268188477], [1, 0.2304394245147705], [0, 0.009892463684082031], [1, 0.25299859046936035], [0, 0.009997844696044922], [1, 0.3059990406036377], [0, 0.011001825332641602], [1, 0.5610041618347168], [0, 0.016000032424926758], [1, 0.5500047206878662], [0, 0.016002655029296875], [1, 0.5709993839263916], [0, 0.021000146865844727], [1, 0.5740447044372559], [0, 0.01595616340637207], [1, 0.5220036506652832], [0, 0.0200040340423584], [1, 0.6080408096313477], [0, 0.01699972152709961], [1, 0.49599528312683105], [0, 0.017000913619995117], [1, 0.5409975051879883], [0, 0.015998363494873047], [1, 0.5370454788208008], [0, 0.01599884033203125], [1, 0.5150001049041748], [0, 0.014957666397094727], [1, 0.4729640483856201], [0, 0.012999773025512695], [1, 0.4569995403289795], [0, 0.013961315155029297], [1, 0.419003963470459], [0, 0.008999109268188477], [1, 0.6169991493225098], [0, 0.009999990463256836], [1, 0.6410129070281982], [0, 0.006003141403198242], [1, 0.6350009441375732], [0, 0.005945920944213867], [1, 0.6010580062866211], [0, 0.005963563919067383], [1, 0.6060025691986084], [0, 0.0050013065338134766], [1, 0.6080045700073242], [0, 0.0060002803802490234], [1, 0.614999532699585], [0, 0.005000591278076172], [1, 0.5900008678436279], [0, 0.006002664566040039], [1, 0.5870046615600586], [0, 0.006006002426147461], [1, 0.5090005397796631]]"
winner,blue
game,322
iterations,7
times of actions,"[[0, 0.005962848663330078], [1, 0.3390021324157715], [0, 0.010053634643554688], [1, 0.5827968120574951], [0, 0.009727716445922852], [1, 0.6030411720275879], [0, 0.00899815559387207], [1, 0.5670003890991211]]"
winner,none
game,323
iterations,39
times of actions,"[[0, 0.0030014514923095703], [1, 0.20200228691101074], [0, 0.010000228881835938], [1, 0.23199725151062012], [0, 0.010725736618041992], [1, 0.25100231170654297], [0, 0.010986089706420898], [1, 0.2559990882873535], [0, 0.010000944137573242], [1, 0.3020040988922119], [0, 0.010999917984008789], [1, 0.5510420799255371], [0, 0.016041040420532227], [1, 0.5399997234344482], [0, 0.01600027084350586], [1, 0.5029981136322021], [0, 0.015001535415649414], [1, 0.5079994201660156], [0, 0.014998435974121094], [1, 0.48399901390075684], [0, 0.015998125076293945], [1, 0.5089986324310303], [0, 0.015999555587768555], [1, 0.47099900245666504], [0, 0.015000104904174805], [1, 0.5329983234405518], [0, 0.015001058578491211], [1, 0.5189993381500244], [0, 0.014999151229858398], [1, 0.5860013961791992], [0, 0.019034147262573242], [1, 0.5440008640289307], [0, 0.012964963912963867], [1, 0.38299989700317383], [0, 0.011999845504760742], [1, 0.44803833961486816], [0, 0.009001016616821289], [1, 0.39200925827026367], [0, 0.0070037841796875], [1, 0.5090034008026123]]"
winner,none
game,324
iterations,22
times of actions,"[[0, 0.005962848663330078], [1, 0.25104665756225586], [0, 0.011003255844116211], [1, 0.2429952621459961], [0, 0.009999990463256836], [1, 0.27142763137817383], [0, 0.011000394821166992], [1, 0.3379950523376465], [0, 0.011003971099853516], [1, 0.6970007419586182], [0, 0.009995698928833008], [1, 0.6931407451629639], [0, 0.012959957122802734], [1, 0.6450369358062744], [0, 0.012000799179077148], [1, 0.759037971496582], [0, 0.012000322341918945], [1, 0.6430404186248779], [0, 0.010998964309692383], [1, 0.7120468616485596], [0, 0.010999202728271484], [1, 0.558042049407959]]"
winner,blue
game,325
iterations,18
times of actions,"[[0, 0.003013134002685547], [1, 0.2749607563018799], [0, 0.01103520393371582], [1, 0.2040266990661621], [0, 0.0060002803802490234], [1, 0.24605345726013184], [0, 0.00599980354309082], [1, 0.4230029582977295], [0, 0.006999492645263672], [1, 0.4130406379699707], [0, 0.007001161575317383], [1, 0.43500399589538574], [0, 0.006998777389526367], [1, 0.39299869537353516], [0, 0.006037712097167969], [1, 0.3260068893432617], [0, 0.006964206695556641], [1, 0.2879981994628906]]"
winner,blue
game,326
iterations,64
times of actions,"[[0, 0.00394892692565918], [1, 0.14805340766906738], [0, 0.009962797164916992], [1, 0.23105430603027344], [0, 0.011000394821166992], [1, 0.25418925285339355], [0, 0.010997295379638672], [1, 0.2687571048736572], [0, 0.009999990463256836], [1, 0.31099843978881836], [0, 0.01100015640258789], [1, 0.5649991035461426], [0, 0.016000032424926758], [1, 0.539994478225708], [0, 0.016001224517822266], [1, 0.5149991512298584], [0, 0.014998674392700195], [1, 0.5610001087188721], [0, 0.018964767456054688], [1, 0.6090013980865479], [0, 0.019002437591552734], [1, 0.5409946441650391], [0, 0.016002178192138672], [1, 0.5210375785827637], [0, 0.01800227165222168], [1, 0.5570039749145508], [0, 0.01689004898071289], [1, 0.5335061550140381], [0, 0.01600337028503418], [1, 0.5100042819976807], [0, 0.015966415405273438], [1, 0.4429628849029541], [0, 0.01195216178894043], [1, 0.3599684238433838], [0, 0.0110015869140625], [1, 0.35700511932373047], [0, 0.008006572723388672], [1, 0.36299777030944824], [0, 0.011962413787841797], [1, 0.6199996471405029], [0, 0.01100301742553711], [1, 0.6619968414306641], [0, 0.006000041961669922], [1, 0.6160013675689697], [0, 0.005002737045288086], [1, 0.5680046081542969], [0, 0.005009174346923828], [1, 0.5930008888244629], [0, 0.005959510803222656], [1, 0.5960004329681396], [0, 0.009987592697143555], [1, 0.6059622764587402], [0, 0.005959510803222656], [1, 0.6020176410675049], [0, 0.005950450897216797], [1, 0.5899503231048584], [0, 0.00999140739440918], [1, 0.5659637451171875], [0, 0.011001110076904297], [1, 0.47396254539489746], [0, 0.009998321533203125], [1, 0.42795801162719727], [0, 0.009964466094970703], [1, 0.298006534576416]]"
winner,blue
game,327
iterations,39
times of actions,"[[0, 0.0030050277709960938], [1, 0.2270047664642334], [0, 0.010960102081298828], [1, 0.22777843475341797], [0, 0.010958671569824219], [1, 0.2669646739959717], [0, 0.009948015213012695], [1, 0.31200242042541504], [0, 0.010035991668701172], [1, 0.5659964084625244], [0, 0.014989137649536133], [1, 0.5540049076080322], [0, 0.016957759857177734], [1, 0.5350017547607422], [0, 0.018001079559326172], [1, 0.6440050601959229], [0, 0.01996326446533203], [1, 0.535999059677124], [0, 0.017000198364257812], [1, 0.5199637413024902], [0, 0.014965057373046875], [1, 0.47099924087524414], [0, 0.01598954200744629], [1, 0.5389618873596191], [0, 0.015001535415649414], [1, 0.5220069885253906], [0, 0.01598215103149414], [1, 0.5230081081390381], [0, 0.014997482299804688], [1, 0.4575047492980957], [0, 0.011989355087280273], [1, 0.37782788276672363], [0, 0.013043403625488281], [1, 0.3677842617034912], [0, 0.00925755500793457], [1, 0.37597107887268066], [0, 0.011964082717895508], [1, 0.5179610252380371], [0, 0.006997585296630859], [1, 0.5600020885467529]]"
winner,none
game,328
iterations,20
times of actions,"[[0, 0.0029993057250976562], [1, 0.1496448516845703], [0, 0.003997802734375], [1, 0.16899943351745605], [0, 0.003957986831665039], [1, 0.18403887748718262], [0, 0.003957509994506836], [1, 0.22404003143310547], [0, 0.004001140594482422], [1, 0.5749998092651367], [0, 0.0050046443939208984], [1, 0.4040403366088867], [0, 0.005995750427246094], [1, 0.38300037384033203], [0, 0.003960847854614258], [1, 0.44803738594055176], [0, 0.010000944137573242], [1, 0.37999844551086426], [0, 0.0059626102447509766], [1, 0.2830207347869873]]"
winner,blue
game,329
iterations,26
times of actions,"[[0, 0.005965709686279297], [1, 0.20500588417053223], [0, 0.010001897811889648], [1, 0.2270205020904541], [0, 0.01000356674194336], [1, 0.22795391082763672], [0, 0.01000070571899414], [1, 0.24501466751098633], [0, 0.00599980354309082], [1, 0.23999643325805664], [0, 0.009946584701538086], [1, 0.16903948783874512], [0, 0.004000186920166016], [1, 0.3189980983734131], [0, 0.008996009826660156], [1, 0.5669989585876465], [0, 0.0110015869140625], [1, 0.573002815246582], [0, 0.004995584487915039], [1, 0.37700438499450684], [0, 0.005991935729980469], [1, 0.28196144104003906], [0, 0.003961801528930664], [1, 0.27199769020080566], [0, 0.006946563720703125], [1, 0.2820394039154053]]"
winner,blue
game,330
iterations,21
times of actions,"[[0, 0.0030035972595214844], [1, 0.14500212669372559], [0, 0.006966590881347656], [1, 0.16500329971313477], [0, 0.0050029754638671875], [1, 0.16600298881530762], [0, 0.005999088287353516], [1, 0.25798654556274414], [0, 0.01022791862487793], [1, 0.36396241188049316], [0, 0.010995864868164062], [1, 0.7329990863800049], [0, 0.011996030807495117], [1, 0.6416888236999512], [0, 0.009988784790039062], [1, 0.649986982345581], [0, 0.00995182991027832], [1, 0.5879876613616943], [0, 0.010010480880737305], [1, 0.5719964504241943], [0, 0.010000467300415039], [1, 0.6050071716308594]]"
winner,none
game,331
iterations,24
times of actions,"[[0, 0.0029380321502685547], [1, 0.14489197731018066], [0, 0.00393986701965332], [1, 0.14200496673583984], [0, 0.005953073501586914], [1, 0.14099788665771484], [0, 0.0069468021392822266], [1, 0.15901422500610352], [0, 0.00594782829284668], [1, 0.2499849796295166], [0, 0.009919881820678711], [1, 0.31800246238708496], [0, 0.009963035583496094], [1, 0.5589215755462646], [0, 0.010979652404785156], [1, 0.5599775314331055], [0, 0.009999752044677734], [1, 0.5619843006134033], [0, 0.0099945068359375], [1, 0.4759511947631836], [0, 0.010962963104248047], [1, 0.42500758171081543], [0, 0.00596165657043457], [1, 0.29199934005737305]]"
winner,blue
game,332
iterations,20
times of actions,"[[0, 0.0020017623901367188], [1, 0.1288907527923584], [0, 0.0039637088775634766], [1, 0.14906644821166992], [0, 0.005999088287353516], [1, 0.14930415153503418], [0, 0.006050825119018555], [1, 0.15138721466064453], [0, 0.005945920944213867], [1, 0.17500948905944824], [0, 0.006582498550415039], [1, 0.21761870384216309], [0, 0.0059969425201416016], [1, 0.47596311569213867], [0, 0.005997180938720703], [1, 0.49095916748046875], [0, 0.006959438323974609], [1, 0.38700127601623535], [0, 0.005993843078613281], [1, 0.3219940662384033]]"
winner,blue
game,333
iterations,14
times of actions,"[[0, 0.0050051212310791016], [1, 0.3330066204071045], [0, 0.014955520629882812], [1, 0.6349978446960449], [0, 0.010037660598754883], [1, 0.5860004425048828], [0, 0.010966062545776367], [1, 0.5489709377288818], [0, 0.0070018768310546875], [1, 0.5080368518829346], [0, 0.01091146469116211], [1, 0.38900089263916016], [0, 0.00599980354309082], [1, 0.27100133895874023]]"
winner,blue
game,334
iterations,20
times of actions,"[[0, 0.008005142211914062], [1, 0.14803671836853027], [0, 0.004000425338745117], [1, 0.26096010208129883], [0, 0.01094818115234375], [1, 0.23896193504333496], [0, 0.010804891586303711], [1, 0.2510056495666504], [0, 0.010996818542480469], [1, 0.31000232696533203], [0, 0.013002634048461914], [1, 0.4219996929168701], [0, 0.011998414993286133], [1, 0.506995439529419], [0, 0.005970001220703125], [1, 0.487018346786499], [0, 0.005997657775878906], [1, 0.3769950866699219], [0, 0.0059893131256103516], [1, 0.3199484348297119]]"
winner,blue
game,335
iterations,18
times of actions,"[[0, 0.0040552616119384766], [1, 0.35199761390686035], [0, 0.011970043182373047], [1, 0.6100001335144043], [0, 0.009996414184570312], [1, 0.5719633102416992], [0, 0.009999275207519531], [1, 0.5920031070709229], [0, 0.011960506439208984], [1, 0.5600056648254395], [0, 0.009957551956176758], [1, 0.6599602699279785], [0, 0.006005048751831055], [1, 0.4770042896270752], [0, 0.005959987640380859], [1, 0.3769659996032715], [0, 0.00999760627746582], [1, 0.31304001808166504]]"
winner,blue
game,336
iterations,24
times of actions,"[[0, 0.004998922348022461], [1, 0.25300145149230957], [0, 0.009940624237060547], [1, 0.25943946838378906], [0, 0.010475397109985352], [1, 0.2709994316101074], [0, 0.009980201721191406], [1, 0.3460104465484619], [0, 0.011000871658325195], [1, 0.5979688167572021], [0, 0.010050773620605469], [1, 0.6009459495544434], [0, 0.01004934310913086], [1, 0.581000566482544], [0, 0.010992765426635742], [1, 0.5920364856719971], [0, 0.009968996047973633], [1, 0.6940386295318604], [0, 0.01096796989440918], [1, 0.5929999351501465], [0, 0.011002063751220703], [1, 0.5539989471435547], [0, 0.00597834587097168], [1, 0.5309624671936035]]"
winner,blue
game,337
iterations,22
times of actions,"[[0, 0.0029680728912353516], [1, 0.2499830722808838], [0, 0.0059621334075927734], [1, 0.20600438117980957], [0, 0.0069963932037353516], [1, 0.26399898529052734], [0, 0.003972053527832031], [1, 0.3709888458251953], [0, 0.00699925422668457], [1, 0.4120149612426758], [0, 0.007005929946899414], [1, 0.3730161190032959], [0, 0.004958391189575195], [1, 0.25794506072998047], [0, 0.003000497817993164], [1, 0.3670029640197754], [0, 0.00699925422668457], [1, 0.2389981746673584], [0, 0.006000995635986328], [1, 0.27004027366638184], [0, 0.0069637298583984375], [1, 0.28200268745422363]]"
winner,blue
game,338
iterations,38
times of actions,"[[0, 0.0020105838775634766], [1, 0.11899924278259277], [0, 0.009963750839233398], [1, 0.1401534080505371], [0, 0.011012554168701172], [1, 0.23331046104431152], [0, 0.010046720504760742], [1, 0.2340080738067627], [0, 0.010001659393310547], [1, 0.25600743293762207], [0, 0.010001182556152344], [1, 0.26299571990966797], [0, 0.010045766830444336], [1, 0.257016658782959], [0, 0.009998083114624023], [1, 0.21701836585998535], [0, 0.006515979766845703], [1, 0.5650017261505127], [0, 0.011973142623901367], [1, 0.5619964599609375], [0, 0.010933160781860352], [1, 0.5320043563842773], [0, 0.011000871658325195], [1, 0.3650026321411133], [0, 0.005944252014160156], [1, 0.3939998149871826], [0, 0.006951808929443359], [1, 0.562999963760376], [0, 0.009999513626098633], [1, 0.3779606819152832], [0, 0.0069997310638427734], [1, 0.5370016098022461], [0, 0.005991935729980469], [1, 0.41094398498535156], [0, 0.010014772415161133], [1, 0.3370070457458496], [0, 0.009951353073120117], [1, 0.27400970458984375]]"
winner,blue
game,339
iterations,15
times of actions,"[[0, 0.0019981861114501953], [1, 0.2300105094909668], [0, 0.004994392395019531], [1, 0.25901031494140625], [0, 0.00599360466003418], [1, 0.2680051326751709], [0, 0.010025978088378906], [1, 0.3399484157562256], [0, 0.01100468635559082], [1, 0.6870050430297852], [0, 0.01094508171081543], [1, 0.5730574131011963], [0, 0.010054826736450195], [1, 0.5619621276855469], [0, 0.01001429557800293], [1, 0.5880405902862549]]"
winner,none
game,340
iterations,26
times of actions,"[[0, 0.0030031204223632812], [1, 0.21131658554077148], [0, 0.011016368865966797], [1, 0.16391563415527344], [0, 0.005999088287353516], [1, 0.16304969787597656], [0, 0.007000446319580078], [1, 0.1640467643737793], [0, 0.0059354305267333984], [1, 0.17107248306274414], [0, 0.006943464279174805], [1, 0.22306561470031738], [0, 0.005995988845825195], [1, 0.6469717025756836], [0, 0.009988069534301758], [1, 0.468048095703125], [0, 0.00696110725402832], [1, 0.6283745765686035], [0, 0.01003408432006836], [1, 0.4830036163330078], [0, 0.012005090713500977], [1, 0.574000358581543], [0, 0.0069620609283447266], [1, 0.5040440559387207], [0, 0.006035327911376953], [1, 0.30803656578063965]]"
winner,blue
game,341
iterations,20
times of actions,"[[0, 0.005997657775878906], [1, 0.23903632164001465], [0, 0.006006002426147461], [1, 0.1690068244934082], [0, 0.0060384273529052734], [1, 0.25499749183654785], [0, 0.009998559951782227], [1, 0.32899999618530273], [0, 0.009992599487304688], [1, 0.6619429588317871], [0, 0.010989189147949219], [1, 0.4729578495025635], [0, 0.0069904327392578125], [1, 0.48304224014282227], [0, 0.007048368453979492], [1, 0.4999666213989258], [0, 0.011036872863769531], [1, 0.30996060371398926], [0, 0.005995273590087891], [1, 0.3080172538757324]]"
winner,blue
game,342
iterations,24
times of actions,"[[0, 0.0020003318786621094], [1, 0.2319931983947754], [0, 0.01000070571899414], [1, 0.16899824142456055], [0, 0.006001949310302734], [1, 0.1580038070678711], [0, 0.006003618240356445], [1, 0.22796154022216797], [0, 0.006051540374755859], [1, 0.49098682403564453], [0, 0.006037712097167969], [1, 0.46950602531433105], [0, 0.00594782829284668], [1, 0.6459963321685791], [0, 0.011994600296020508], [1, 0.4650404453277588], [0, 0.00595545768737793], [1, 0.3899986743927002], [0, 0.007038593292236328], [1, 0.30899620056152344], [0, 0.006991147994995117], [1, 0.2749974727630615], [0, 0.0060024261474609375], [1, 0.1800086498260498]]"
winner,blue
game,343
iterations,18
times of actions,"[[0, 0.0020411014556884766], [1, 0.1680440902709961], [0, 0.005047321319580078], [1, 0.15695977210998535], [0, 0.006035566329956055], [1, 0.13205289840698242], [0, 0.003983974456787109], [1, 0.37300539016723633], [0, 0.0059969425201416016], [1, 0.26303696632385254], [0, 0.0040130615234375], [1, 0.3500394821166992], [0, 0.006009817123413086], [1, 0.41899967193603516], [0, 0.010043859481811523], [1, 0.4100000858306885], [0, 0.009993553161621094], [1, 0.20600008964538574]]"
winner,blue
game,344
iterations,20
times of actions,"[[0, 0.003004312515258789], [1, 0.14503979682922363], [0, 0.0030364990234375], [1, 0.16800475120544434], [0, 0.004060268402099609], [1, 0.18706059455871582], [0, 0.006052970886230469], [1, 0.1997365951538086], [0, 0.00596308708190918], [1, 0.39504551887512207], [0, 0.0059969425201416016], [1, 0.36699962615966797], [0, 0.00603795051574707], [1, 0.25], [0, 0.003000020980834961], [1, 0.2839994430541992], [0, 0.0070459842681884766], [1, 0.42299866676330566], [0, 0.011001348495483398], [1, 0.1830439567565918]]"
winner,blue
game,345
iterations,11
times of actions,"[[0, 0.0028204917907714844], [1, 0.2650411128997803], [0, 0.009995460510253906], [1, 0.28600263595581055], [0, 0.013001203536987305], [1, 0.4259967803955078], [0, 0.013001680374145508], [1, 0.6629972457885742], [0, 0.009999275207519531], [1, 0.613046407699585], [0, 0.009999752044677734], [1, 0.5915062427520752]]"
winner,none
game,346
iterations,18
times of actions,"[[0, 0.004794120788574219], [1, 0.27504706382751465], [0, 0.010965347290039062], [1, 0.3270092010498047], [0, 0.010991096496582031], [1, 0.5750865936279297], [0, 0.010034561157226562], [1, 0.6020171642303467], [0, 0.011040449142456055], [1, 0.6160054206848145], [0, 0.010999202728271484], [1, 0.57301926612854], [0, 0.010988235473632812], [1, 0.47201991081237793], [0, 0.01000213623046875], [1, 0.4240415096282959], [0, 0.011035680770874023], [1, 0.30197715759277344]]"
winner,blue
game,347
iterations,14
times of actions,"[[0, 0.0031061172485351562], [1, 0.21865463256835938], [0, 0.00598597526550293], [1, 0.40601587295532227], [0, 0.005950450897216797], [1, 0.5697102546691895], [0, 0.010029792785644531], [1, 0.5030224323272705], [0, 0.010029077529907227], [1, 0.5029754638671875], [0, 0.012048482894897461], [1, 0.43994784355163574], [0, 0.010100126266479492], [1, 0.2740340232849121]]"
winner,blue
game,348
iterations,28
times of actions,"[[0, 0.003961086273193359], [1, 0.1430068016052246], [0, 0.003907442092895508], [1, 0.14600229263305664], [0, 0.005995988845825195], [1, 0.14904046058654785], [0, 0.006000041961669922], [1, 0.10095548629760742], [0, 0.0040013790130615234], [1, 0.15903878211975098], [0, 0.007960319519042969], [1, 0.22704029083251953], [0, 0.0060007572174072266], [1, 0.5005836486816406], [0, 0.007038593292236328], [1, 0.47600221633911133], [0, 0.0060002803802490234], [1, 0.6439883708953857], [0, 0.011006593704223633], [1, 0.47802066802978516], [0, 0.005991458892822266], [1, 0.3790113925933838], [0, 0.007050991058349609], [1, 0.4309399127960205], [0, 0.0059926509857177734], [1, 0.5819666385650635], [0, 0.009963750839233398], [1, 0.3080005645751953]]"
winner,blue
game,349
iterations,18
times of actions,"[[0, 0.005131244659423828], [1, 0.2649672031402588], [0, 0.011000871658325195], [1, 0.2729952335357666], [0, 0.013003826141357422], [1, 0.4009666442871094], [0, 0.012969493865966797], [1, 0.7090027332305908], [0, 0.011002779006958008], [1, 0.7049994468688965], [0, 0.009994268417358398], [1, 0.6359541416168213], [0, 0.010418891906738281], [1, 0.44600439071655273], [0, 0.006917715072631836], [1, 0.5859856605529785], [0, 0.009964704513549805], [1, 0.3130075931549072]]"
winner,blue
game,350
iterations,26
times of actions,"[[0, 0.002961874008178711], [1, 0.23178815841674805], [0, 0.005051136016845703], [1, 0.2500040531158447], [0, 0.00994420051574707], [1, 0.25999975204467773], [0, 0.004998445510864258], [1, 0.2690410614013672], [0, 0.0050318241119384766], [1, 0.34099483489990234], [0, 0.009965896606445312], [1, 0.6669931411743164], [0, 0.009999990463256836], [1, 0.588965892791748], [0, 0.005034208297729492], [1, 0.5810024738311768], [0, 0.009991884231567383], [1, 0.5613853931427002], [0, 0.005938529968261719], [1, 0.5020051002502441], [0, 0.004996061325073242], [1, 0.46700286865234375], [0, 0.005003213882446289], [1, 0.3619973659515381], [0, 0.00998234748840332], [1, 0.3139967918395996]]"
winner,blue
game,351
iterations,26
times of actions,"[[0, 0.006396055221557617], [1, 0.14399981498718262], [0, 0.01003575325012207], [1, 0.23503923416137695], [0, 0.010963678359985352], [1, 0.2339615821838379], [0, 0.009966611862182617], [1, 0.25649023056030273], [0, 0.010009050369262695], [1, 0.25134754180908203], [0, 0.010961532592773438], [1, 0.26103973388671875], [0, 0.01098942756652832], [1, 0.3329470157623291], [0, 0.011963605880737305], [1, 0.6539950370788574], [0, 0.010000467300415039], [1, 0.47196459770202637], [0, 0.005968570709228516], [1, 0.3800044059753418], [0, 0.005958080291748047], [1, 0.4309227466583252], [0, 0.005964517593383789], [1, 0.5720033645629883], [0, 0.010966300964355469], [1, 0.31400108337402344]]"
winner,blue
game,352
iterations,20
times of actions,"[[0, 0.005003929138183594], [1, 0.23900318145751953], [0, 0.0050160884857177734], [1, 0.2660031318664551], [0, 0.010011434555053711], [1, 0.25110816955566406], [0, 0.009963035583496094], [1, 0.3218245506286621], [0, 0.009999513626098633], [1, 0.6249632835388184], [0, 0.012998819351196289], [1, 0.6460721492767334], [0, 0.010998964309692383], [1, 0.6080422401428223], [0, 0.01100015640258789], [1, 0.6020433902740479], [0, 0.010040044784545898], [1, 0.578005313873291], [0, 0.010027170181274414], [1, 0.5129666328430176]]"
winner,blue
game,353
iterations,12
times of actions,"[[0, 0.004994869232177734], [1, 0.27700304985046387], [0, 0.009999513626098633], [1, 0.3329617977142334], [0, 0.009999752044677734], [1, 0.35300397872924805], [0, 0.011018514633178711], [1, 0.5920059680938721], [0, 0.010982275009155273], [1, 0.599013090133667], [0, 0.010996341705322266], [1, 0.5850088596343994], [0, 0.00600123405456543]]"
winner,none
game,354
iterations,24
