start time,1631469037.5784643
times of actions,"[[0, 1.926633358001709], [1, 1.930037498474121], [0, 1.9280414581298828], [1, 1.93403959274292], [0, 2.153041124343872], [1, 1.9670040607452393], [0, 2.0260543823242188], [1, 2.129990339279175], [0, 2.4150006771087646], [1, 3.572045087814331], [0, 4.358042240142822], [1, 3.62904691696167], [0, 4.229960203170776], [1, 3.663041830062866], [0, 4.424005031585693], [1, 3.6490018367767334], [0, 4.2180445194244385], [1, 3.747049570083618], [0, 4.382065773010254], [1, 3.7760379314422607], [0, 4.174002408981323], [1, 3.632004499435425], [0, 4.364997148513794], [1, 3.6230533123016357], [0, 4.190013885498047], [1, 3.524580955505371], [0, 4.146002531051636], [1, 2.873011350631714], [0, 3.5190398693084717], [1, 2.9020438194274902], [0, 3.380039691925049], [1, 3.067042350769043], [0, 3.346003293991089], [1, 2.8290538787841797]]"
winner,none
game,86
iterations,17
times of actions,"[[0, 1.7118892669677734], [1, 1.6470377445220947], [0, 1.9209952354431152], [1, 1.938999891281128], [0, 2.041980266571045], [1, 1.938039779663086], [0, 1.9710423946380615], [1, 1.9710419178009033], [0, 2.0100364685058594], [1, 2.1220409870147705], [0, 2.212999105453491], [1, 2.653042793273926], [0, 2.4779977798461914], [1, 2.55104660987854], [0, 2.418029308319092], [1, 2.405055522918701], [0, 2.4440383911132812], [1, 2.5626749992370605]]"
winner,none
game,87
iterations,13
times of actions,"[[0, 1.8835701942443848], [1, 1.9290297031402588], [0, 1.9559967517852783], [1, 1.9770007133483887], [0, 2.055997371673584], [1, 2.1610000133514404], [0, 2.452998399734497], [1, 2.655961751937866], [0, 2.4329833984375], [1, 2.5209946632385254], [0, 2.4180538654327393], [1, 2.41304087638855], [0, 2.4710335731506348], [1, 2.649000644683838]]"
winner,none
game,88
iterations,15
times of actions,"[[0, 1.9291958808898926], [1, 1.9510042667388916], [0, 1.9610366821289062], [1, 1.952054738998413], [0, 1.9540483951568604], [1, 1.9590401649475098], [0, 2.1490020751953125], [1, 2.0650391578674316], [0, 2.0790419578552246], [1, 2.220043182373047], [0, 2.4429991245269775], [1, 2.433051586151123], [0, 2.4530041217803955], [1, 2.625004768371582], [0, 2.49204683303833], [1, 2.467010021209717]]"
winner,none
game,89
iterations,19
times of actions,"[[0, 1.7583065032958984], [1, 1.6430659294128418], [0, 1.9479961395263672], [1, 1.9330425262451172], [0, 2.298774480819702], [1, 2.132045269012451], [0, 2.486006259918213], [1, 3.475004196166992], [0, 4.2820398807525635], [1, 3.6950244903564453], [0, 4.414001226425171], [1, 3.4010040760040283], [0, 4.4080352783203125], [1, 3.5520012378692627], [0, 4.402037620544434], [1, 3.2660014629364014], [0, 4.2070019245147705], [1, 2.6490442752838135], [0, 3.5640389919281006]]"
winner,red
game,90
iterations,26
times of actions,"[[0, 0.7514584064483643], [1, 2.107036828994751], [0, 2.8179962635040283], [1, 4.445042848587036], [0, 3.3579986095428467], [1, 4.30700421333313], [0, 3.2439985275268555], [1, 4.278004169464111], [0, 3.3749887943267822], [1, 4.242043495178223], [0, 3.1880524158477783], [1, 4.17203950881958], [0, 3.162041425704956], [1, 4.241985321044922], [0, 2.6909995079040527], [1, 3.095055103302002], [0, 2.0940442085266113], [1, 3.803004741668701], [0, 3.028996229171753], [1, 3.0840415954589844], [0, 2.251997947692871], [1, 3.0410029888153076], [0, 1.980003833770752], [1, 3.050006628036499], [0, 1.7400431632995605], [1, 2.579019546508789]]"
winner,blue
game,91
iterations,33
times of actions,"[[0, 1.905188798904419], [1, 1.936030626296997], [0, 1.9425725936889648], [1, 1.9570269584655762], [0, 1.967043399810791], [1, 2.155045747756958], [0, 2.0220675468444824], [1, 2.0999996662139893], [0, 2.377997398376465], [1, 3.536038875579834], [0, 4.228005886077881], [1, 3.730994701385498], [0, 4.140055179595947], [1, 3.568042516708374], [0, 4.121056079864502], [1, 3.7770018577575684], [0, 4.076039552688599], [1, 3.564044713973999], [0, 4.41604208946228], [1, 3.8140482902526855], [0, 4.159050703048706], [1, 3.579052448272705], [0, 4.055032730102539], [1, 3.749004602432251], [0, 4.119056463241577], [1, 3.4490044116973877], [0, 3.8430018424987793], [1, 3.0379421710968018], [0, 3.4970409870147705], [1, 2.8920040130615234], [0, 3.326960325241089], [1, 2.8370423316955566], [0, 3.512002468109131], [1, 2.8550021648406982]]"
winner,none
game,92
iterations,27
times of actions,"[[0, 1.7123723030090332], [1, 1.6360223293304443], [0, 1.9679877758026123], [1, 1.9294698238372803], [0, 2.144064426422119], [1, 2.357999801635742], [0, 2.520965337753296], [1, 3.436950922012329], [0, 4.41199803352356], [1, 3.4709489345550537], [0, 4.5029616355896], [1, 3.497952938079834], [0, 4.385961532592773], [1, 3.4399681091308594], [0, 4.583972692489624], [1, 3.3879597187042236], [0, 4.452001571655273], [1, 3.1689505577087402], [0, 4.280038833618164], [1, 2.4899613857269287], [0, 3.180002212524414], [1, 2.385999917984009], [0, 2.5179989337921143], [1, 1.869960069656372], [0, 2.658999443054199], [1, 2.125002384185791], [0, 2.739964723587036]]"
winner,red
game,93
iterations,70
times of actions,"[[0, 2.0689697265625], [1, 2.3979673385620117], [0, 3.448974370956421], [1, 4.398990631103516], [0, 3.4920380115509033], [1, 4.278956890106201], [0, 3.548964738845825], [1, 4.386988162994385], [0, 3.5109591484069824], [1, 4.236039161682129], [0, 3.4849581718444824], [1, 4.406959295272827], [0, 3.4619548320770264], [1, 4.190999507904053], [0, 3.4329519271850586], [1, 4.4089601039886475], [0, 3.429948329925537], [1, 4.243001461029053], [0, 3.4489471912384033], [1, 4.4329993724823], [0, 3.485997200012207], [1, 4.2039361000061035], [0, 3.363966226577759], [1, 4.3029632568359375], [0, 2.909001350402832], [1, 3.378002882003784], [0, 2.8289968967437744], [1, 3.5710043907165527], [0, 3.5019943714141846], [1, 3.021962881088257], [0, 3.2199618816375732], [1, 4.168963670730591], [0, 3.4689974784851074], [1, 4.267948150634766], [0, 3.3350441455841064], [1, 4.2379655838012695], [0, 3.4269964694976807], [1, 4.304962873458862], [0, 3.261049270629883], [1, 4.342045068740845], [0, 3.3899717330932617], [1, 4.474995851516724], [0, 3.3450024127960205], [1, 4.332085132598877], [0, 3.3339595794677734], [1, 4.631968259811401], [0, 3.508995532989502], [1, 4.265958309173584], [0, 3.6769728660583496], [1, 4.151999235153198], [0, 3.3790066242218018], [1, 4.148938179016113], [0, 3.0265328884124756], [1, 4.485106468200684], [0, 3.677037239074707], [1, 4.102986812591553], [0, 3.2370002269744873], [1, 4.284997463226318], [0, 3.3669593334198], [1, 4.064960241317749], [0, 3.24900221824646], [1, 4.209997653961182], [0, 3.236013412475586], [1, 4.002995014190674], [0, 3.2419543266296387], [1, 4.066962480545044], [0, 3.359998941421509], [1, 4.204946041107178], [0, 3.096001148223877], [1, 4.5079662799835205], [0, 3.9289915561676025]]"
winner,none
game,94
iterations,73
times of actions,"[[0, 1.9550468921661377], [1, 1.9540338516235352], [0, 1.9390501976013184], [1, 2.013045072555542], [0, 2.0590455532073975], [1, 2.588045358657837], [0, 3.5169994831085205], [1, 4.16300368309021], [0, 3.5789988040924072], [1, 4.248037099838257], [0, 3.6030516624450684], [1, 4.1504082679748535], [0, 3.5540430545806885], [1, 4.1810431480407715], [0, 3.665994167327881], [1, 4.159054756164551], [0, 3.564044237136841], [1, 4.142030477523804], [0, 3.7360568046569824], [1, 4.025998592376709], [0, 3.562039375305176], [1, 4.151937484741211], [0, 3.6569974422454834], [1, 4.254000902175903], [0, 3.384049415588379], [1, 4.1230432987213135], [0, 3.6620399951934814], [1, 4.010003089904785], [0, 3.467043876647949], [1, 4.09800386428833], [0, 4.538044691085815], [1, 3.3370440006256104], [0, 4.26204252243042], [1, 3.2849926948547363], [0, 4.809042930603027], [1, 3.3450028896331787], [0, 4.530044078826904], [1, 3.322999954223633], [0, 4.516054630279541], [1, 3.309000253677368], [0, 4.21604585647583], [1, 3.1910531520843506], [0, 4.577806711196899], [1, 3.347055673599243], [0, 4.358004570007324], [1, 3.2460429668426514], [0, 3.640000104904175], [1, 2.7250070571899414], [0, 4.376047372817993], [1, 3.17899751663208], [0, 4.257000207901001], [1, 3.2870025634765625], [0, 4.104059219360352], [1, 2.7100398540496826], [0, 3.3710484504699707], [1, 2.27000093460083], [0, 3.868044376373291], [1, 2.508042335510254], [0, 3.971006393432617], [1, 3.318002223968506], [0, 4.212040185928345], [1, 3.5790414810180664], [0, 4.145042896270752], [1, 3.634042501449585], [0, 4.3880391120910645], [1, 3.7190442085266113], [0, 4.295042037963867], [1, 3.669997215270996], [0, 4.378050804138184], [1, 3.605170488357544], [0, 4.494206428527832], [1, 3.528956651687622], [0, 4.46698784828186], [1, 3.6269567012786865]]"
winner,none
game,95
iterations,18
times of actions,"[[0, 0.9869194030761719], [1, 1.7569687366485596], [0, 1.6279759407043457], [1, 2.00803804397583], [0, 2.0610013008117676], [1, 2.6400198936462402], [0, 3.405000686645508], [1, 4.419005870819092], [0, 3.4019834995269775], [1, 4.5503246784210205], [0, 3.414001226425171], [1, 4.427035808563232], [0, 3.380948543548584], [1, 4.714963674545288], [0, 3.3524742126464844], [1, 4.247873544692993], [0, 2.471039056777954], [1, 3.3899998664855957]]"
winner,blue
game,96
iterations,14
times of actions,"[[0, 1.114185094833374], [1, 2.1690025329589844], [0, 2.9049997329711914], [1, 4.389042139053345], [0, 3.3060455322265625], [1, 4.589128494262695], [0, 3.3590404987335205], [1, 4.436002016067505], [0, 3.3410425186157227], [1, 4.570037603378296], [0, 3.2520525455474854], [1, 4.218998193740845], [0, 2.405043840408325], [1, 3.312056064605713]]"
winner,blue
game,97
iterations,12
times of actions,"[[0, 1.9203624725341797], [1, 1.9709999561309814], [0, 1.9929969310760498], [1, 2.154041290283203], [0, 2.0489959716796875], [1, 2.236987590789795], [0, 2.5059900283813477], [1, 2.645960569381714], [0, 2.5629665851593018], [1, 2.431976795196533], [0, 2.4280002117156982], [1, 2.4579598903656006], [0, 2.487002372741699]]"
winner,none
game,98
iterations,37
times of actions,"[[0, 1.9698326587677002], [1, 1.8780455589294434], [0, 1.9460034370422363], [1, 1.9320292472839355], [0, 1.972059965133667], [1, 1.9550557136535645], [0, 2.127004861831665], [1, 2.1210005283355713], [0, 2.656045436859131], [1, 3.4010438919067383], [0, 4.3660290241241455], [1, 3.4499993324279785], [0, 4.394994497299194], [1, 3.482038736343384], [0, 4.248040437698364], [1, 3.4259986877441406], [0, 4.38004207611084], [1, 3.4200382232666016], [0, 4.209307909011841], [1, 3.4320390224456787], [0, 4.35203218460083], [1, 3.4850573539733887], [0, 4.220012903213501], [1, 3.4439985752105713], [0, 4.269995927810669], [1, 3.6610000133514404], [0, 4.223041772842407], [1, 3.4489967823028564], [0, 4.2210423946380615], [1, 3.5580437183380127], [0, 4.105005502700806], [1, 2.862041711807251], [0, 3.3489933013916016], [1, 2.969045877456665], [0, 3.3330461978912354], [1, 2.8350260257720947], [0, 3.3300392627716064], [1, 2.8730432987213135]]"
winner,none
game,99
iterations,13
times of actions,"[[0, 1.7529640197753906], [1, 1.6380031108856201], [0, 1.9350361824035645], [1, 1.88901948928833], [0, 1.9374864101409912], [1, 1.940995454788208], [0, 2.0524954795837402], [1, 2.038043737411499], [0, 2.122997522354126], [1, 2.465000867843628], [0, 2.497000217437744], [1, 2.5029988288879395], [0, 2.4260149002075195], [1, 2.439990758895874]]"
winner,none
game,100
iterations,29
times of actions,"[[0, 1.9682989120483398], [1, 2.0150458812713623], [0, 1.9470562934875488], [1, 1.9430410861968994], [0, 1.9820606708526611], [1, 1.9780051708221436], [0, 2.134789228439331], [1, 2.122802972793579], [0, 2.5070009231567383], [1, 3.634042263031006], [0, 4.40504002571106], [1, 3.494999885559082], [0, 4.274005889892578], [1, 3.691053628921509], [0, 4.317046403884888], [1, 3.352095365524292], [0, 4.383041620254517], [1, 3.5519917011260986], [0, 4.435007572174072], [1, 3.151002883911133], [0, 4.027045249938965], [1, 2.6140694618225098], [0, 3.134132146835327], [1, 2.3699662685394287], [0, 2.6860432624816895], [1, 1.8380041122436523], [0, 2.458042621612549], [1, 2.211010694503784], [0, 2.869001626968384]]"
winner,red
game,101
iterations,20
times of actions,"[[0, 1.617154598236084], [1, 1.924004077911377], [0, 1.877979040145874], [1, 2.0299689769744873], [0, 2.1509950160980225], [1, 2.5540413856506348], [0, 3.5590364933013916], [1, 4.4760425090789795], [0, 3.501619338989258], [1, 4.4420788288116455], [0, 3.438039541244507], [1, 4.386053800582886], [0, 3.3710105419158936], [1, 4.365001201629639], [0, 3.4500372409820557], [1, 4.411046504974365], [0, 3.246044158935547], [1, 4.345039367675781], [0, 2.6010007858276367], [1, 3.345999002456665]]"
winner,blue
game,102
iterations,76
times of actions,"[[0, 1.8859729766845703], [1, 1.9640345573425293], [0, 1.942046880722046], [1, 1.975003719329834], [0, 2.2810001373291016], [1, 2.0640370845794678], [0, 1.9479990005493164], [1, 2.1219990253448486], [0, 2.1160402297973633], [1, 2.4650423526763916], [0, 3.4120030403137207], [1, 4.39400315284729], [0, 3.536041021347046], [1, 4.17404580116272], [0, 3.5990076065063477], [1, 4.323003768920898], [0, 3.5639989376068115], [1, 4.096003532409668], [0, 3.59299898147583], [1, 4.381292104721069], [0, 3.5910398960113525], [1, 4.176041603088379], [0, 3.565006732940674], [1, 4.347039222717285], [0, 3.573002815246582], [1, 4.101041316986084], [0, 3.5510447025299072], [1, 4.319002866744995], [0, 3.483997106552124], [1, 4.257004022598267], [0, 3.3870368003845215], [1, 4.268999099731445], [0, 2.8559961318969727], [1, 3.36600399017334], [0, 3.3210036754608154], [1, 3.0569980144500732], [0, 3.4460582733154297], [1, 4.250043869018555], [0, 3.332047462463379], [1, 4.258000135421753], [0, 3.504040241241455], [1, 4.258004903793335], [0, 3.2710511684417725], [1, 4.291045665740967], [0, 3.480004072189331], [1, 4.499043941497803], [0, 3.842054605484009], [1, 4.299041748046875], [0, 3.517038583755493], [1, 4.317004680633545], [0, 3.3730430603027344], [1, 4.367040157318115], [0, 3.7000539302825928], [1, 4.344006776809692], [0, 3.6790049076080322], [1, 4.0120015144348145], [0, 3.551037311553955], [1, 4.227036476135254], [0, 3.047041654586792], [1, 4.331040859222412], [0, 3.7060046195983887], [1, 4.237003326416016], [0, 3.2460038661956787], [1, 4.053003549575806], [0, 3.228039503097534], [1, 4.267085552215576], [0, 3.228041887283325], [1, 4.045004844665527], [0, 3.256040334701538], [1, 4.278044939041138], [0, 3.268085479736328], [1, 4.115005016326904], [0, 3.2610034942626953], [1, 4.377040386199951], [0, 3.078043222427368], [1, 4.470052719116211], [0, 3.695004463195801]]"
winner,none
game,103
iterations,32
times of actions,"[[0, 1.6310255527496338], [1, 2.013991117477417], [0, 1.9060425758361816], [1, 1.9989986419677734], [0, 1.9500024318695068], [1, 2.0930423736572266], [0, 2.109038829803467], [1, 2.352046012878418], [0, 3.5700433254241943], [1, 4.4030375480651855], [0, 3.449962854385376], [1, 4.397965431213379], [0, 3.567117214202881], [1, 4.343032598495483], [0, 3.291785717010498], [1, 4.306702136993408], [0, 3.4109995365142822], [1, 4.398010492324829], [0, 3.248002767562866], [1, 4.2070395946502686], [0, 2.955057144165039], [1, 3.4840142726898193], [0, 1.7769956588745117], [1, 3.1260273456573486], [0, 1.8319880962371826], [1, 2.9230129718780518], [0, 2.168987274169922], [1, 3.6838133335113525], [0, 2.381948232650757], [1, 2.618028163909912], [0, 1.6809663772583008], [1, 2.535989284515381]]"
winner,blue
game,104
iterations,20
times of actions,"[[0, 0.9960174560546875], [1, 1.7499542236328125], [0, 1.6679575443267822], [1, 1.9979972839355469], [0, 2.0369930267333984], [1, 2.3879549503326416], [0, 3.3769521713256836], [1, 4.3209593296051025], [0, 3.5580451488494873], [1, 4.385966539382935], [0, 3.3490543365478516], [1, 4.362806558609009], [0, 3.502957344055176], [1, 4.358958721160889], [0, 3.1499476432800293], [1, 4.096969366073608], [0, 2.5609893798828125], [1, 3.370002269744873], [0, 2.3139617443084717], [1, 3.2086315155029297]]"
winner,blue
game,105
iterations,23
times of actions,"[[0, 1.8942630290985107], [1, 1.779043436050415], [0, 2.6960418224334717], [1, 3.3530490398406982], [0, 4.471041917800903], [1, 3.3849997520446777], [0, 4.602052450180054], [1, 3.407043218612671], [0, 4.393036842346191], [1, 3.3629977703094482], [0, 4.593041896820068], [1, 3.3530383110046387], [0, 4.405043840408325], [1, 3.1580677032470703], [0, 4.184038400650024], [1, 2.470000743865967], [0, 3.168038845062256], [1, 2.4020464420318604], [0, 2.537045478820801], [1, 1.858003854751587], [0, 2.515044927597046], [1, 2.2790398597717285], [0, 2.7629988193511963]]"
winner,red
game,106
iterations,22
times of actions,"[[0, 0.986041784286499], [1, 1.7420322895050049], [0, 1.600937843322754], [1, 1.9790456295013428], [0, 1.9120464324951172], [1, 2.2260429859161377], [0, 2.226996660232544], [1, 2.468303680419922], [0, 3.4949982166290283], [1, 4.319042444229126], [0, 3.4950010776519775], [1, 4.440998315811157], [0, 3.320894718170166], [1, 4.365992307662964], [0, 3.3690407276153564], [1, 4.542003154754639], [0, 3.143894910812378], [1, 4.20711350440979], [0, 2.4260387420654297], [1, 3.5719666481018066], [0, 2.334045171737671], [1, 3.2120413780212402]]"
winner,blue
game,107
iterations,26
times of actions,"[[0, 1.4092357158660889], [1, 1.875185251235962], [0, 1.8840479850769043], [1, 1.9700040817260742], [0, 2.1580417156219482], [1, 2.0180039405822754], [0, 1.9560434818267822], [1, 2.101186990737915], [0, 2.120044231414795], [1, 2.485055923461914], [0, 3.474998712539673], [1, 4.558037996292114], [0, 3.429041862487793], [1, 4.4871838092803955], [0, 3.5390398502349854], [1, 4.332998275756836], [0, 3.4639456272125244], [1, 4.3180460929870605], [0, 3.390007495880127], [1, 4.602017641067505], [0, 3.40004301071167], [1, 4.324039697647095], [0, 3.207000970840454], [1, 4.3140482902526855], [0, 2.5490424633026123], [1, 3.5160398483276367]]"
winner,blue
game,108
iterations,31
times of actions,"[[0, 1.9674415588378906], [1, 1.9629757404327393], [0, 2.1192679405212402], [1, 2.1080515384674072], [0, 2.526038646697998], [1, 3.51405930519104], [0, 4.313040733337402], [1, 3.7490429878234863], [0, 4.1639955043792725], [1, 3.600039005279541], [0, 4.163995742797852], [1, 3.7830028533935547], [0, 4.143040657043457], [1, 3.5990445613861084], [0, 4.119003534317017], [1, 3.7490429878234863], [0, 4.146038055419922], [1, 3.6319985389709473], [0, 4.189002275466919], [1, 3.7920010089874268], [0, 4.154962539672852], [1, 3.587057113647461], [0, 4.068999290466309], [1, 3.4830000400543213], [0, 3.9560537338256836], [1, 2.872046947479248], [0, 3.487001657485962], [1, 2.8789987564086914], [0, 3.4470345973968506], [1, 2.8350555896759033], [0, 3.321000576019287], [1, 2.834993839263916]]"
